Stage,Op-Name,Op-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,60%-ResTime,80%-ResTime,90%-ResTime,95%-ResTime,99%-ResTime,100%-ResTime,Throughput,Bandwidth,Succ-Ratio,Status,Detailed Status
s1-init,init-write,init,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,completed,waiting @ 2019-07-25 13:34:22,booting @ 2019-07-25 13:34:22,submitting @ 2019-07-25 13:34:22,authing @ 2019-07-25 13:34:22,launching @ 2019-07-25 13:34:22,running @ 2019-07-25 13:34:22,closing @ 2019-07-25 13:34:27,completed @ 2019-07-25 13:34:27
s2-prepare,prepare-write,prepare,28520,1825280000,31.89,31.09,30,40,50,60,90,880,31.18,1995569.97,100%,completed,waiting @ 2019-07-25 13:34:22,booting @ 2019-07-25 13:34:29,submitting @ 2019-07-25 13:34:27,authing @ 2019-07-25 13:34:27,launching @ 2019-07-25 13:34:27,running @ 2019-07-25 13:34:27,closing @ 2019-07-25 13:49:43,completed @ 2019-07-25 13:49:43
