Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,list,write,delete,read,list,write,delete,57326,9376,19020,9442,1208463704000,0,390500964000,0,512.09,96.77,885.06,96.17,136.25,96.77,657.63,96.17,11.94,1.95,3.96,1.97,251715416.7,0,81338673.95,0,100%
100%
100%
100%
read,list,write,delete,read,list,write,delete,53299,8968,17904,8909,1125012172000,0,384116916000,0,535.42,102.44,1002.71,66,143.75,102.44,755.63,66,11.1,1.87,3.73,1.86,234371269.94,0,80023701.13,0,100%
100%
100%
100%
read,list,write,delete,read,list,write,delete,50865,8576,17060,8566,1064992896000,0,358080296000,0,442.81,141,622.44,227.65,161.25,141,426.27,227.65,10.6,1.79,3.56,1.79,222001738.48,0,74643608.68,0,99.76%
99.73%
99.75%
100%
