Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,list,write,delete,read,list,write,delete,56356,9450,18877,9379,1169456884000,0,393122212000,0,510.96,100.93,935.57,63.7,137.45,100.93,700.21,63.7,11.74,1.97,3.93,1.95,243577274.79,0,81880337.37,0,100%
100%
100%
100%
read,list,write,delete,read,list,write,delete,54330,8945,18310,9123,1137485436000,0,383404948000,0,526.86,108.59,961.69,87.51,144.54,108.59,718.94,87.51,11.32,1.86,3.81,1.9,236942032.7,0,79864548.66,0,100%
100%
100%
100%
read,list,write,delete,read,list,write,delete,49458,8362,16516,8365,1048111644000,0,344502316000,0,446.67,139.75,594.04,262.23,160.48,139.75,403.05,262.23,10.33,1.75,3.45,1.75,218852723.28,0,71929052.08,0,99.74%
99.77%
99.67%
100%
