Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,read,4812,101951196000,441.72,155.34,1,21244550.56,99.71%
list,list,856,0,201.16,201.16,0.18,0,99.77%
write,write,1658,37194776000,604.1,432.12,0.35,7750632.95,99.64%
delete,delete,835,0,151.7,151.7,0.17,0,100%
read,read,4755,99981828000,441.89,164.34,0.99,20820880.81,99.77%
list,list,806,0,127.92,127.92,0.17,0,99.63%
write,write,1591,33392752000,656.84,444.93,0.33,6953928.76,99.5%
delete,delete,801,0,239.96,239.96,0.17,0,100%
read,read,4830,100119012000,442.48,166.19,1.01,20853948.02,99.73%
list,list,774,0,166.16,166.15,0.16,0,99.74%
write,write,1579,34441876000,656.29,446.41,0.33,7173953.05,99.75%
delete,delete,798,0,392.77,392.77,0.17,0,100%
read,read,5037,105298068000,464.61,182.98,1.05,21934049.58,99.82%
list,list,851,0,89.25,89.25,0.18,0,99.77%
write,write,1655,33986576000,613.53,413.19,0.34,7079552.9,99.64%
delete,delete,930,0,344.74,344.74,0.19,0,100%
read,read,4882,101298856000,470.25,177.55,1.02,21095775.7,99.67%
list,list,809,0,126.07,126.07,0.17,0,99.75%
write,write,1570,31493320000,622.48,445.22,0.33,6558573.72,99.81%
delete,delete,790,0,149.78,149.78,0.16,0,100%
read,read,5195,106281860000,448.09,172.47,1.08,22137266.98,99.79%
list,list,871,0,165.29,165.29,0.18,0,100%
write,write,1732,35888572000,637.99,449.45,0.36,7475169.33,99.88%
delete,delete,856,0,465.12,465.12,0.18,0,100%
read,read,4624,100242712000,484.83,193.14,0.96,20881479.56,99.61%
list,list,817,0,149.22,149.22,0.17,0,100%
write,write,1522,34505320000,613.2,414.25,0.32,7187775.75,99.74%
delete,delete,812,0,157.39,157.39,0.17,0,100%
read,read,4285,93680116000,485.28,161.18,0.89,19511308.96,99.7%
list,list,734,0,154.13,154.13,0.15,0,99.73%
write,write,1415,31618124000,734.36,503.91,0.29,6585292.72,99.58%
delete,delete,695,0,378.68,378.68,0.14,0,100%
read,read,4720,100569196000,445.46,156.69,0.98,20945235.18,99.64%
list,list,797,0,118,118,0.17,0,99.87%
write,write,1561,33653740000,668.59,467.68,0.33,7008960.27,99.68%
delete,delete,768,0,165.06,165.06,0.16,0,100%
read,read,4362,89031132000,452.66,177.84,0.91,18542705.58,99.66%
list,list,693,0,186,186,0.14,0,99.43%
write,write,1480,31686136000,648.59,466.15,0.31,6599339.78,99.6%
delete,delete,731,0,251.24,251.24,0.15,0,100%
read,read,4472,95060456000,440.42,155.93,0.93,19811476.35,99.67%
list,list,708,0,154.83,154.83,0.15,0,99.86%
write,write,1496,32669180000,672.74,461.04,0.31,6808558.62,99.53%
delete,delete,751,0,384.26,384.26,0.16,0,100%
read,read,4669,94938580000,452.79,177.81,0.97,19772836,99.72%
list,list,811,0,138.3,138.3,0.17,0,99.51%
write,write,1630,34769380000,627.18,443.37,0.34,7241410.69,99.63%
delete,delete,799,0,152.07,152.07,0.17,0,100%
read,read,4947,103919256000,448.88,167.33,1.03,21641972.73,99.78%
list,list,837,0,75.4,75.4,0.17,0,99.88%
write,write,1632,33132708000,632.05,433.52,0.34,6900137.57,99.51%
delete,delete,800,0,300.16,300.16,0.17,0,100%
read,read,4379,93224228000,484.99,183.25,0.91,19414910.86,99.5%
list,list,761,0,108.85,108.85,0.16,0,99.87%
write,write,1437,30572220000,640.74,436.88,0.3,6366981.4,99.79%
delete,delete,732,0,102.39,102.39,0.15,0,100%
read,read,4245,91322184000,449.42,160.41,0.89,19074930.6,99.67%
list,list,686,0,107.98,107.98,0.14,0,99.42%
write,write,1424,29456204000,626.28,461.38,0.3,6152667.65,99.44%
delete,delete,728,0,418.19,418.19,0.15,0,100%
read,read,4376,94666460000,474.76,171.7,0.92,19908778.34,99.7%
list,list,718,0,159.02,159.02,0.15,0,100%
write,write,1407,28935720000,684.72,473.03,0.3,6085310.84,99.43%
delete,delete,728,0,410.01,410.01,0.15,0,100%
read,read,4510,97747120000,458.11,159.91,0.94,20403872.9,99.69%
list,list,750,0,110.56,110.56,0.16,0,99.73%
write,write,1480,30965644000,590.51,397.84,0.31,6463812.59,99.46%
delete,delete,783,0,361.76,361.76,0.16,0,100%
read,read,4678,98344780000,454.42,158.89,0.98,20512238.75,99.66%
list,list,766,0,98.92,98.92,0.16,0,99.61%
write,write,1567,35031016000,648.48,465.15,0.33,7306585.71,99.81%
delete,delete,754,0,293.54,293.54,0.16,0,100%
read,read,5057,103005608000,416.17,141.62,1.06,21509133.99,99.8%
list,list,847,0,135.72,135.72,0.18,0,100%
write,write,1702,36278164000,596.46,415.87,0.36,7575431.14,99.59%
delete,delete,799,0,630.58,630.58,0.17,0,100%
read,read,5102,107329040000,476.87,170.95,1.06,22355033.09,99.75%
list,list,867,0,167.47,167.47,0.18,0,99.88%
write,write,1706,34971260000,585.25,401.07,0.36,7283990.19,99.77%
delete,delete,843,0,147.68,147.68,0.18,0,100%
read,read,4844,99857780000,480.72,166.24,1.01,20795853.73,99.79%
list,list,857,0,146.56,146.56,0.18,0,99.77%
write,write,1725,37917696000,630.66,433.88,0.36,7896539.06,99.6%
delete,delete,835,0,127.34,127.34,0.17,0,100%
read,read,4739,96248240000,466.34,154.9,1,20238513.93,99.77%
list,list,778,0,116.78,116.77,0.16,0,99.74%
write,write,1643,34770692000,635.59,435.85,0.35,7311376.65,99.7%
delete,delete,817,0,379.7,379.7,0.17,0,100%
read,read,4713,98735772000,472.67,160.68,0.98,20630365.09,99.64%
list,list,751,0,152.76,152.76,0.16,0,99.73%
write,write,1492,31357204000,658.27,481.1,0.31,6551937.09,99.73%
delete,delete,783,0,51.05,51.05,0.16,0,100%
read,read,4589,100371716000,504.91,171.86,0.97,21134398.11,99.78%
list,list,759,0,145.22,145.22,0.16,0,99.61%
write,write,1494,32342652000,653.82,422.7,0.31,6810110.56,99.53%
delete,delete,781,0,121.3,121.3,0.16,0,100%
read,read,4891,102018964000,469.67,157.36,1.03,21494043.78,99.67%
list,list,799,0,115.26,115.26,0.17,0,99.88%
write,write,1606,35031292000,595.56,389.45,0.34,7380629,100%
delete,delete,764,0,428.34,428.34,0.16,0,100%
read,read,4667,98082128000,472.15,152.97,0.97,20426482.71,99.74%
list,list,785,0,130.45,130.45,0.16,0,100%
write,write,1644,35163288000,656.79,451.69,0.34,7323070.05,99.46%
delete,delete,794,0,164.51,164.51,0.17,0,100%
read,read,4368,91192452000,498.51,171.27,0.91,19061963.41,99.73%
list,list,766,0,137.35,137.35,0.16,0,99.35%
write,write,1447,33388996000,675.08,470.43,0.3,6979303.73,99.79%
delete,delete,709,0,370.98,370.98,0.15,0,100%
read,read,4883,102672992000,478.07,156.77,1.02,21381324.51,99.8%
list,list,829,0,132.02,132.01,0.17,0,99.52%
write,write,1600,34835932000,642.25,425.73,0.33,7254472.2,99.88%
delete,delete,784,0,422.37,422.37,0.16,0,100%
read,read,5035,107065144000,477.27,161.49,1.06,22553462.68,99.76%
list,list,781,0,182.89,182.89,0.16,0,99.62%
write,write,1690,36278356000,576.74,368.92,0.36,7642100.11,99.82%
delete,delete,839,0,130.18,130.18,0.18,0,100%
read,read,5649,117633192000,433.47,157.6,1.18,24496968.21,99.81%
list,list,1002,0,105.21,105.21,0.21,0,99.9%
write,write,1844,40214252000,673.76,466.93,0.38,8374568.74,99.89%
delete,delete,930,0,150.48,150.48,0.19,0,100%
read,read,4771,98674252000,457.36,168.97,0.99,20549352.77,99.71%
list,list,852,0,113.02,113.02,0.18,0,99.88%
write,write,1587,33131088000,650.87,461.16,0.33,6899696.74,99.75%
delete,delete,826,0,366.87,366.87,0.17,0,100%
read,read,4830,103656780000,464.96,176.79,1.01,21586204.23,99.71%
list,list,810,0,148.34,148.34,0.17,0,99.88%
write,write,1650,33788460000,636.32,461.18,0.34,7036342.42,99.76%
delete,delete,820,0,244.69,244.69,0.17,0,100%
read,read,4685,98346428000,438.23,161.56,0.98,20480365.42,99.7%
list,list,792,0,171.89,171.89,0.16,0,99.5%
write,write,1545,30707736000,605.61,441.91,0.32,6394799.15,99.81%
delete,delete,804,0,446.16,446.16,0.17,0,100%
read,read,5172,107337480000,433.36,154.8,1.08,22352670.7,99.83%
list,list,897,0,138.35,138.35,0.19,0,99.78%
write,write,1706,36934940000,674.26,468.19,0.36,7691577.55,99.65%
delete,delete,860,0,269.51,269.51,0.18,0,100%
read,read,4465,93227632000,466.84,175.87,0.93,19415494.43,99.62%
list,list,732,0,135.77,135.77,0.15,0,99.73%
write,write,1540,32802040000,663.44,463.51,0.32,6831320.41,99.81%
delete,delete,707,0,307.94,307.94,0.15,0,100%
read,read,4669,97362964000,447.92,169.68,0.97,20276250.08,99.64%
list,list,782,0,108.58,108.58,0.16,0,100%
write,write,1589,34245440000,685.84,482.54,0.33,7131758.08,99.62%
delete,delete,840,0,101.44,101.44,0.17,0,100%
read,read,5348,111207152000,468.33,189.27,1.11,23158555.52,99.87%
list,list,924,0,160.79,160.79,0.19,0,99.68%
write,write,1812,38377248000,585.22,420.35,0.38,7991946.67,99.78%
delete,delete,916,0,233.51,233.51,0.19,0,100%
read,read,4550,91396736000,434.18,159.4,0.95,19033797.44,99.67%
list,list,763,0,119.4,119.39,0.16,0,99.35%
write,write,1507,31621432000,627.86,426.67,0.31,6585311.01,99.67%
delete,delete,796,0,246.74,246.74,0.17,0,100%
read,read,4918,103918360000,469.73,173.78,1.02,21647250.08,99.76%
list,list,874,0,187.83,187.83,0.18,0,99.89%
write,write,1645,35886184000,613.94,418.06,0.34,7475456.69,99.7%
delete,delete,805,0,243.31,243.31,0.17,0,100%
read,read,4426,94077532000,452.64,163.05,0.92,19626341.21,99.53%
list,list,802,0,175.91,175.91,0.17,0,100%
write,write,1505,30901892000,636.68,451.2,0.31,6446715.42,99.73%
delete,delete,724,0,182.65,182.65,0.15,0,100%
read,read,4335,90473268000,457.54,164.96,0.91,18914791.39,99.66%
list,list,718,0,146.68,146.68,0.15,0,99.45%
write,write,1494,30835716000,591.44,421.84,0.31,6446668.15,99.6%
delete,delete,678,0,391.4,391.4,0.14,0,100%
read,read,4517,97356716000,450.97,150.33,0.94,20298507.38,99.69%
list,list,726,0,103.56,103.56,0.15,0,99.32%
write,write,1483,31424680000,603.68,426.63,0.31,6551927.03,99.53%
delete,delete,724,0,251.78,251.78,0.15,0,100%
read,read,4775,101293088000,438.83,156.71,0.99,21103408.13,99.69%
list,list,754,0,142.57,142.57,0.16,0,99.87%
write,write,1561,32673280000,658.95,456.63,0.33,6807153.15,99.62%
delete,delete,795,0,248.29,248.29,0.17,0,100%
read,read,4230,88570560000,458.11,161.23,0.88,18458949.05,99.67%
list,list,700,0,175.01,175.01,0.15,0,99.72%
write,write,1412,27951320000,640.33,434.54,0.29,5825321.55,99.51%
delete,delete,708,0,545.64,545.64,0.15,0,100%
read,read,4231,89090560000,470.92,179.71,0.88,18576977.83,99.62%
list,list,717,0,110.84,110.84,0.15,0,99.72%
write,write,1429,30702052000,686.96,463.73,0.3,6401927.87,99.51%
delete,delete,740,0,248.19,248.19,0.15,0,100%
read,read,4162,88828876000,459.49,168.41,0.87,18524864.88,99.57%
list,list,690,0,122,122,0.14,0,99.71%
write,write,1384,30504496000,650.82,438.98,0.29,6361576.24,99.71%
delete,delete,715,0,576.77,576.77,0.15,0,100%
read,read,4628,96247496000,457.55,166.58,0.97,20118993.83,99.68%
list,list,778,0,118.17,118.17,0.16,0,99.36%
write,write,1477,32210800000,634.79,423.23,0.31,6733150.61,99.73%
delete,delete,749,0,215.44,215.44,0.16,0,100%
read,read,4462,89755684000,448.6,160.65,0.93,18728399.07,99.69%
list,list,721,0,107.09,107.09,0.15,0,99.72%
write,write,1548,32475672000,571.62,385.55,0.32,6776365.78,99.49%
delete,delete,773,0,408.84,408.84,0.16,0,100%
read,read,4595,98994908000,458.36,162.25,0.96,20620880.4,99.74%
list,list,761,0,157.75,157.75,0.16,0,99.35%
write,write,1485,31818240000,623.6,415.54,0.31,6627816.87,99.8%
delete,delete,790,0,513.92,513.92,0.16,0,100%
read,read,5286,113234076000,441.81,155.08,1.1,23646074.67,99.74%
list,list,907,0,118.18,118.18,0.19,0,99.89%
write,write,1766,35429744000,535.27,360.92,0.37,7398606.51,99.72%
delete,delete,896,0,154.65,154.65,0.19,0,100%
read,read,4905,105032892000,458.63,160.98,1.02,21910975.84,99.76%
list,list,828,0,118.04,118.04,0.17,0,99.4%
write,write,1631,33591128000,551.92,375.88,0.34,7007465.76,99.63%
delete,delete,859,0,145.06,145.06,0.18,0,100%
read,read,5001,106739268000,436.23,165.35,1.05,22332465.19,99.76%
list,list,792,0,99.08,99.08,0.17,0,99.75%
write,write,1680,35623656000,630.32,421.22,0.35,7453340.02,99.7%
delete,delete,886,0,282.19,282.19,0.19,0,100%
read,read,5436,117104664000,442.51,159.32,1.14,24513237.77,99.74%
list,list,936,0,102.41,102.41,0.2,0,99.89%
write,write,1879,38184940000,571.83,396.09,0.39,7993161.69,99.89%
delete,delete,882,0,180.17,180.17,0.18,0,100%
read,read,4756,101293912000,439.13,150.43,0.99,21180569.25,99.69%
list,list,729,0,122.68,122.68,0.15,0,99.73%
write,write,1653,33852564000,586.84,412.34,0.35,7078575.23,99.7%
delete,delete,825,0,331.54,331.54,0.17,0,100%
read,read,5053,107134648000,435.64,147.58,1.05,22312132.21,99.74%
list,list,816,0,150.58,150.57,0.17,0,100%
write,write,1758,37460664000,627.9,449.44,0.37,7801652.44,99.72%
delete,delete,879,0,282.23,282.23,0.18,0,100%
read,read,4733,102141176000,453.51,161.63,0.99,21291632.18,99.64%
list,list,820,0,71.54,71.54,0.17,0,99.76%
write,write,1599,32280540000,573.47,378.72,0.33,6728974.65,99.63%
delete,delete,772,0,148.06,148.06,0.16,0,100%
read,read,4811,102083996000,453.48,157.86,1.01,21381766.89,99.67%
list,list,771,0,99.99,99.99,0.16,0,99.74%
write,write,1586,33329360000,625.07,421.7,0.33,6980923.89,99.81%
delete,delete,800,0,294.67,294.67,0.17,0,100%
read,read,5515,112848700000,408.12,143.98,1.16,23653024.89,99.75%
list,list,916,0,174.86,174.86,0.19,0,100%
write,write,1802,37265864000,593.58,421.04,0.38,7810904.41,99.72%
delete,delete,924,0,95.16,95.16,0.19,0,100%
read,read,5337,113690124000,448.07,151.66,1.12,23836246.49,99.76%
list,list,894,0,85.83,85.83,0.19,0,99.78%
write,write,1804,36677824000,555.02,374.87,0.38,7689864.54,99.78%
delete,delete,906,0,138.8,138.8,0.19,0,100%
read,read,4990,102936688000,444.24,168.83,1.04,21513641.87,99.68%
list,list,849,0,127.25,127.25,0.18,0,99.76%
write,write,1675,37196944000,613.28,432.36,0.35,7774115.79,99.88%
delete,delete,817,0,251.11,251.11,0.17,0,100%
read,read,4747,99328576000,455.88,168.45,0.99,20686122.69,99.77%
list,list,779,0,135.33,135.33,0.16,0,99.62%
write,write,1625,34180832000,610.38,428.72,0.34,7118484.05,99.63%
delete,delete,811,0,375.91,375.91,0.17,0,100%
read,read,4866,107782500000,453.62,157.3,1.01,22446298.2,99.75%
list,list,823,0,117.68,117.68,0.17,0,99.52%
write,write,1508,33063920000,615.94,410.23,0.31,6885743.12,99.54%
delete,delete,773,0,156.86,156.86,0.16,0,100%
read,read,5023,104643952000,442.01,160.23,1.05,21969544.86,99.76%
list,list,871,0,114.73,114.73,0.18,0,99.77%
write,write,1731,38181048000,577.43,393.18,0.36,8015945.79,99.6%
delete,delete,842,0,170.05,170.05,0.18,0,100%
read,read,4431,91130052000,447.78,161.29,0.92,18982512.89,99.73%
list,list,757,0,161.05,161.05,0.16,0,99.87%
write,write,1468,31490752000,639.59,436.33,0.31,6559566.17,99.39%
delete,delete,735,0,488.77,488.77,0.15,0,100%
read,read,5344,111924808000,450.73,162.67,1.12,23488685.54,99.78%
list,list,847,0,179.81,179.81,0.18,0,99.88%
write,write,1770,37394280000,589.72,407.24,0.37,7847612.16,99.77%
delete,delete,883,0,131.1,131.1,0.19,0,100%
read,read,4785,101163864000,468.13,181.93,1.01,21275300.84,99.79%
list,list,779,0,134.87,134.87,0.16,0,99.74%
write,write,1636,33527176000,562.44,396.1,0.34,7050944.16,99.51%
delete,delete,824,0,285.53,285.53,0.17,0,100%
read,read,4569,97621032000,465.27,169.92,0.96,20541214.24,99.65%
list,list,812,0,98.26,98.26,0.17,0,99.75%
write,write,1516,32867476000,626.76,423.93,0.32,6915905.85,99.61%
delete,delete,720,0,157.18,157.18,0.15,0,100%
read,read,4683,96966408000,454.51,173.37,0.99,20398769.59,99.68%
list,list,858,0,103.45,103.45,0.18,0,99.65%
write,write,1590,33654516000,567.66,379.05,0.33,7079881.91,99.62%
delete,delete,850,0,181.45,181.45,0.18,0,100%
read,read,4598,97359080000,443.08,151.83,0.96,20416105.81,99.76%
list,list,763,0,111.79,111.78,0.16,0,99.22%
write,write,1526,33455924000,647.91,457.45,0.32,7015675.21,99.61%
delete,delete,760,0,272.82,272.82,0.16,0,100%
read,read,4807,103917076000,448.67,157.69,1.01,21764201.53,99.75%
list,list,791,0,123.1,123.1,0.17,0,99.87%
write,write,1618,34574416000,618.37,436.21,0.34,7241202.18,99.45%
delete,delete,787,0,181.05,181.05,0.16,0,100%
read,read,4382,88443644000,435.2,143.88,0.92,18526384.45,99.61%
list,list,765,0,92.32,92.32,0.16,0,99.61%
write,write,1460,30768248000,643.97,445.51,0.31,6445057.73,99.66%
delete,delete,720,0,438.34,438.34,0.15,0,100%
read,read,4996,103462768000,427.68,146.35,1.05,21679495.28,99.68%
list,list,806,0,145.74,145.74,0.17,0,99.88%
write,write,1638,32347908000,594.41,426.5,0.34,6778151.53,99.82%
delete,delete,861,0,352.03,352.03,0.18,0,100%
read,read,4862,100573544000,442.58,153.8,1.02,21085639.23,99.69%
list,list,790,0,136.33,136.33,0.17,0,99.75%
write,write,1652,36605504000,638.03,442.05,0.35,7674487.95,99.76%
delete,delete,781,0,203.23,203.23,0.16,0,100%
read,read,4677,98604684000,437.74,150.37,0.98,20643010.54,99.72%
list,list,770,0,121.54,121.54,0.16,0,99.61%
write,write,1602,34572492000,670.13,450.99,0.34,7237793.25,99.5%
delete,delete,749,0,45.32,45.32,0.16,0,100%
read,read,4635,92908992000,445.35,160.39,0.97,19350101.94,99.68%
list,list,712,0,118.57,118.57,0.15,0,99.72%
write,write,1583,34572656000,654.98,453.95,0.33,7200427.04,99.75%
delete,delete,813,0,391.77,391.77,0.17,0,100%
read,read,5188,113426380000,460.4,165.97,1.08,23621790.22,99.81%
list,list,883,0,141.9,141.9,0.18,0,99.77%
write,write,1760,36936116000,650.87,455.14,0.37,7692189.27,99.83%
delete,delete,900,0,222.94,222.94,0.19,0,100%
read,read,4909,101954284000,463.72,173.88,1.02,21235357.23,99.74%
list,list,835,0,112.3,112.3,0.17,0,99.76%
write,write,1706,36736784000,630.73,422.84,0.36,7651652.3,99.82%
delete,delete,830,0,306.65,306.65,0.17,0,100%
read,read,4650,96639456000,417.16,139.77,0.97,20256663.26,99.81%
list,list,782,0,108.92,108.91,0.16,0,99.49%
write,write,1666,35229748000,682.78,475.66,0.35,7384531.86,99.46%
delete,delete,799,0,287.84,287.84,0.17,0,100%
read,read,4264,92306200000,467.59,167.11,0.89,19346582.16,99.63%
list,list,654,0,134.44,134.43,0.14,0,100%
write,write,1465,31816240000,585.8,401.32,0.31,6668409.07,99.25%
delete,delete,710,0,244.52,244.52,0.15,0,100%
read,read,5140,107986612000,435.25,160.08,1.07,22488028.22,99.77%
list,list,849,0,121.55,121.55,0.18,0,99.76%
write,write,1793,35235836000,570.29,392.59,0.37,7337802.9,99.83%
delete,delete,815,0,458.3,458.3,0.17,0,100%
read,read,5773,121765624000,436.72,157.53,1.2,25360003.15,99.79%
list,list,938,0,103.17,103.17,0.2,0,100%
write,write,1875,41067192000,566.11,379.85,0.39,8553022.47,99.95%
delete,delete,956,0,340.54,340.54,0.2,0,100%
read,read,5202,105501804000,423.41,147.34,1.09,22161199.7,99.81%
list,list,838,0,95.77,95.77,0.18,0,99.76%
write,write,1794,37853880000,573.46,398.46,0.38,7951403.32,99.67%
delete,delete,872,0,352.45,352.45,0.18,0,100%
read,read,4875,102871476000,428.4,142.43,1.02,21424960.4,99.69%
list,list,800,0,95.37,95.37,0.17,0,99.75%
write,write,1695,34574544000,583.13,385.3,0.35,7200812.75,99.76%
delete,delete,867,0,398.88,398.88,0.18,0,100%
read,read,4590,98342808000,431.19,144.38,0.96,20624883.84,99.61%
list,list,766,0,99.31,99.31,0.16,0,99.48%
write,write,1658,36212696000,576.09,374.44,0.35,7594685,100%
delete,delete,785,0,486.97,486.97,0.16,0,100%
read,read,5339,113432144000,429.75,151.53,1.11,23631686.82,99.85%
list,list,932,0,99.24,99.24,0.19,0,99.79%
write,write,1904,40413188000,609.58,423.77,0.4,8419410.66,99.63%
delete,delete,896,0,223.09,223.09,0.19,0,100%
read,read,5693,118222556000,444.45,164.98,1.19,24624738.31,99.86%
list,list,1021,0,137.14,137.14,0.21,0,99.8%
write,write,1894,38513740000,568.59,380.37,0.39,8022079.72,99.89%
delete,delete,972,0,296.56,296.56,0.2,0,100%
read,read,5326,110616016000,433.57,158.29,1.11,23035453.22,99.7%
list,list,844,0,134.72,134.72,0.18,0,99.88%
write,write,1791,37524468000,579.39,379.8,0.37,7814357.8,99.89%
delete,delete,895,0,162.99,162.99,0.19,0,100%
read,read,5357,115987664000,452.3,166.04,1.12,24353787.3,99.83%
list,list,896,0,114.48,114.48,0.19,0,99.89%
write,write,1730,36543884000,585.96,409.96,0.36,7673074.42,99.77%
delete,delete,852,0,403.81,403.81,0.18,0,100%
read,read,5234,112115564000,436.51,149.92,1.1,23551874.05,99.75%
list,list,899,0,102.04,102.04,0.19,0,99.67%
write,write,1730,35888084000,582.07,405.39,0.36,7538932.19,99.83%
delete,delete,867,0,233.51,233.51,0.18,0,100%
read,read,5524,117826708000,464.56,174.99,1.15,24540236.87,99.86%
list,list,894,0,169.78,169.78,0.19,0,99.78%
write,write,1847,38183732000,559.34,359.86,0.38,7952677.65,99.73%
delete,delete,897,0,102.99,102.99,0.19,0,100%
read,read,4650,99780132000,466.8,175.13,0.97,20780977.16,99.74%
list,list,798,0,98.54,98.54,0.17,0,99.5%
write,write,1660,36473212000,605.67,412.79,0.35,7596191.45,99.64%
delete,delete,822,0,206.05,206.05,0.17,0,100%
read,read,5420,113567132000,433.73,160.82,1.13,23655920.87,99.82%
list,list,893,0,111.69,111.68,0.19,0,100%
write,write,1745,36411680000,612.34,432.36,0.36,7584516.8,99.6%
delete,delete,926,0,232.43,232.43,0.19,0,100%
read,read,4658,96378560000,448.95,164.62,0.98,20281952.39,99.66%
list,list,809,0,144.98,144.98,0.17,0,99.63%
write,write,1478,31688408000,603.05,412.06,0.31,6668524.44,99.73%
delete,delete,802,0,256.39,256.39,0.17,0,100%
read,read,5184,111198936000,443.28,144.71,1.08,23196436.06,99.77%
list,list,860,0,143.39,143.39,0.18,0,100%
write,write,1738,36148864000,614.46,386.17,0.36,7540762.91,99.6%
delete,delete,869,0,130.09,130.09,0.18,0,100%
read,read,4385,89621372000,430.67,149.45,0.91,18663921.89,99.61%
list,list,722,0,143.3,143.3,0.15,0,99.45%
write,write,1513,31163992000,606.56,433.39,0.32,6489995.63,99.61%
delete,delete,788,0,292.77,292.77,0.16,0,100%
read,read,4775,100968608000,448.43,161.34,0.99,21028428.24,99.62%
list,list,850,0,160.25,160.25,0.18,0,99.88%
write,write,1614,32739684000,553.75,385.81,0.34,6818595.49,99.88%
delete,delete,855,0,362.68,362.68,0.18,0,100%
read,read,5034,104970636000,434.66,159.74,1.05,21954004.58,99.76%
list,list,893,0,134.12,134.12,0.19,0,99.67%
write,write,1704,34183848000,569.56,385.03,0.36,7149355.14,99.65%
delete,delete,806,0,238.74,238.74,0.17,0,100%
read,read,4935,105622380000,444.61,157.72,1.03,21996610.82,99.72%
list,list,825,0,154.21,154.21,0.17,0,99.88%
write,write,1572,34310004000,623.76,434.6,0.33,7145302.02,99.68%
delete,delete,779,0,338.68,338.68,0.16,0,100%
read,read,4893,108177180000,450.12,155.19,1.03,22754234.4,99.82%
list,list,818,0,135.9,135.9,0.17,0,99.88%
write,write,1645,33198892000,597.11,397.89,0.35,6983130.55,99.58%
delete,delete,821,0,488.23,488.23,0.17,0,100%
read,read,4985,108309332000,457.72,148.83,1.04,22560547.77,99.84%
list,list,844,0,160.56,160.56,0.18,0,99.76%
write,write,1642,36278524000,617.36,390.34,0.34,7556720.72,99.52%
delete,delete,845,0,309.31,309.31,0.18,0,100%
