Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,list,write,delete,read,list,write,delete,56553,9425,18502,9496,1187405400000,0,386821180000,0,509.1,101.8,940.45,83.91,134.69,101.8,703.68,83.91,11.78,1.96,3.85,1.98,247314400.23,0,80567401.31,0,100%
100%
99.99%
100%
read,list,write,delete,read,list,write,delete,53556,8741,17974,8974,1125081312000,0,376908436000,0,526.89,104.16,1015.55,66.25,140.65,104.16,763.43,66.25,11.16,1.82,3.75,1.87,234488811.67,0,78555368.37,0,100%
100%
100%
100%
read,list,write,delete,read,list,write,delete,44361,7367,14778,7396,934688688000,0,311498148000,0,455.07,136.34,629.36,357.36,163.22,136.34,431.56,357.36,9.25,1.54,3.08,1.54,194972113.17,0,64978622.67,0,99.65%
99.62%
99.62%
100%
