Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
write,write,1788,38510016000,988.17,738.15,0.37,8022864.84,100%
delete,delete,853,0,61.17,61.17,0.18,0,100%
read,read,5512,114614032000,511.81,144.97,1.15,23868515.16,100%
list,list,884,0,109.03,109.03,0.18,0,100%
write,write,1872,39232284000,978,747.58,0.39,8170172.09,100%
delete,delete,865,0,61.47,61.47,0.18,0,100%
read,read,5256,110741340000,530.06,146.08,1.1,23078988.2,100%
list,list,877,0,94.64,94.63,0.18,0,100%
write,write,1822,41000908000,1012.98,762.65,0.38,8544771.74,100%
delete,delete,891,0,93.51,93.51,0.19,0,100%
read,read,5282,113756816000,546.15,149.77,1.1,23700378.5,100%
list,list,894,0,85.21,85.21,0.19,0,100%
write,write,1761,36345732000,1014.91,749.76,0.37,7572360.37,100%
delete,delete,827,0,61.96,61.96,0.17,0,100%
read,read,5274,113034492000,539.2,138.67,1.1,23543059.93,100%
list,list,897,0,103.94,103.94,0.19,0,100%
write,write,1859,39821720000,966.75,711.55,0.39,8294150.96,100%
delete,delete,944,0,70.59,70.59,0.2,0,100%
read,read,5491,113700460000,517.43,142.66,1.14,23678859.32,100%
list,list,941,0,104.86,104.86,0.2,0,100%
write,write,1802,39296336000,1003.4,745.99,0.38,8183717.22,100%
delete,delete,938,0,56.91,56.91,0.2,0,100%
read,read,5680,117048328000,519.13,148.29,1.19,24436879.61,100%
list,list,966,0,106.87,106.87,0.2,0,100%
write,write,1885,38841784000,894.52,672.13,0.39,8109231.59,100%
delete,delete,923,0,55.6,55.6,0.19,0,100%
read,read,5504,115009412000,527.52,135.19,1.15,23979282.76,100%
list,list,929,0,101.46,101.46,0.19,0,100%
write,write,1836,36809136000,951.12,704.78,0.38,7674647.36,100%
delete,delete,908,0,57.05,57.05,0.19,0,100%
read,read,5480,114287804000,527.76,143.51,1.14,23803403.31,100%
list,list,829,0,105.7,105.7,0.17,0,100%
write,write,1833,40280820000,966.61,725.47,0.38,8389526.88,100%
delete,delete,939,0,52.61,52.61,0.2,0,100%
read,read,5237,110674712000,543.49,142.7,1.09,23049860.51,100%
list,list,890,0,108.73,108.73,0.19,0,100%
write,write,1738,37591048000,1028.41,780.51,0.36,7828964.7,100%
delete,delete,864,0,81.98,81.98,0.18,0,100%
read,read,5382,114808668000,527.33,144.19,1.12,23967736.18,100%
list,list,890,0,110.37,110.37,0.19,0,100%
write,write,1766,37723364000,1018.42,752.92,0.37,7875221.03,100%
delete,delete,888,0,61.92,61.92,0.19,0,100%
read,read,5481,119790516000,526.64,139.75,1.14,24948904.01,100%
list,list,945,0,109.17,109.17,0.2,0,100%
write,write,1849,39232912000,951.14,717.43,0.39,8171082.22,100%
delete,delete,899,0,58.68,58.68,0.19,0,100%
read,read,5503,114417880000,526.77,140.86,1.15,23834669.9,100%
list,list,915,0,93.08,93.08,0.19,0,100%
write,write,1808,38575268000,971.63,724.87,0.38,8035708.92,100%
delete,delete,862,0,68.95,68.95,0.18,0,100%
read,read,5429,113432384000,524.1,137.98,1.13,23622893,100%
list,list,908,0,115.79,115.79,0.19,0,100%
write,write,1850,36154712000,973.9,742.64,0.39,7529409.71,100%
delete,delete,884,0,55.78,55.78,0.18,0,100%
read,read,5340,115397988000,537.95,141.64,1.11,24037521.68,100%
list,list,833,0,107.48,107.48,0.17,0,100%
write,write,1744,37457908000,1020.32,769.67,0.36,7802521.44,100%
delete,delete,898,0,65.48,65.48,0.19,0,100%
read,read,5540,114025916000,509.15,139.75,1.15,23745505.21,100%
list,list,956,0,101.19,101.19,0.2,0,100%
write,write,1872,38184612000,976.82,722.89,0.39,7951814.24,100%
delete,delete,975,0,57.07,57.07,0.2,0,100%
read,read,5433,113237004000,537.73,142.9,1.13,23583093.03,100%
list,list,876,0,94.29,94.29,0.18,0,100%
write,write,1798,36345400000,971.83,720.33,0.37,7569406.81,100%
delete,delete,860,0,57.91,57.91,0.18,0,100%
read,read,5506,116056372000,516.44,138.73,1.15,24168677.91,100%
list,list,959,0,97.03,97.03,0.2,0,100%
write,write,1843,39034432000,984.23,750.2,0.38,8128899.76,100%
delete,delete,919,0,55.58,55.58,0.19,0,100%
read,read,5361,114219576000,538.83,139.71,1.12,23785908.54,100%
list,list,921,0,96.78,96.78,0.19,0,100%
write,write,1773,37068372000,1000.15,747.77,0.37,7719385.21,100%
delete,delete,876,0,57.75,57.75,0.18,0,100%
read,read,5522,115861520000,525.54,143.59,1.15,24145935.74,100%
list,list,900,0,106.43,106.43,0.19,0,100%
write,write,1787,37333316000,975.54,722.21,0.37,7780390.32,100%
delete,delete,923,0,61.63,61.63,0.19,0,100%
read,read,5356,115724752000,544.47,147.09,1.12,24102318.6,100%
list,list,906,0,94.01,94.01,0.19,0,100%
write,write,1792,37134940000,969.44,743.84,0.37,7734198.08,100%
delete,delete,900,0,69.4,69.4,0.19,0,100%
read,read,5202,112440576000,545.21,144.46,1.08,23418294.54,100%
list,list,888,0,103.86,103.86,0.18,0,100%
write,write,1766,39950192000,1025.69,754.76,0.37,8320531.58,100%
delete,delete,873,0,70.16,70.16,0.18,0,100%
read,read,5542,117628324000,509.33,138.89,1.15,24496199.32,100%
list,list,927,0,91.88,91.88,0.19,0,100%
write,write,1825,39687340000,1003.59,743.42,0.38,8264922.58,100%
delete,delete,920,0,67.52,67.52,0.19,0,100%
read,read,5394,114876408000,527.93,141.6,1.12,23922766.7,100%
list,list,976,0,121.94,121.94,0.2,0,100%
write,write,1819,36348784000,982.1,759.42,0.38,7569556.66,100%
delete,delete,886,0,54.74,54.74,0.18,0,100%
read,read,5261,108448760000,546.73,147.13,1.1,22617711.47,100%
list,list,888,0,106.72,106.72,0.19,0,100%
write,write,1781,38443676000,988.33,762.37,0.37,8017684.77,100%
delete,delete,875,0,72.17,72.17,0.18,0,100%
read,read,5405,113563412000,529.1,139.77,1.13,23650456.09,100%
list,list,930,0,107.69,107.69,0.19,0,100%
write,write,1790,37265696000,992.33,767.54,0.37,7760868.5,100%
delete,delete,931,0,69.99,69.99,0.19,0,100%
read,read,5408,111663536000,508.47,134.59,1.13,23263963.67,100%
list,list,870,0,103.46,103.46,0.18,0,100%
write,write,1807,40476112000,1057.83,795.12,0.38,8432786.86,100%
delete,delete,902,0,53.42,53.42,0.19,0,100%
read,read,5479,114153676000,510.09,136.14,1.14,23772437.52,100%
list,list,929,0,109.34,109.34,0.19,0,100%
write,write,1855,37594216000,991.54,747.17,0.39,7828973.91,100%
delete,delete,888,0,74.22,74.22,0.18,0,100%
read,read,5573,112387748000,498.67,141.61,1.16,23466341.44,100%
list,list,944,0,95.12,95.12,0.2,0,100%
write,write,1826,37789256000,1016.72,754.09,0.38,7890322.57,100%
delete,delete,908,0,69.94,69.94,0.19,0,100%
read,read,5463,113501412000,540.94,139.25,1.14,23652646.76,100%
list,list,927,0,93.7,93.7,0.19,0,100%
write,write,1765,37130332000,954.06,684.71,0.37,7737618.51,100%
delete,delete,942,0,76.82,76.82,0.2,0,100%
read,read,5221,109627576000,557.31,140.47,1.09,22830198.34,100%
list,list,895,0,102.77,102.77,0.19,0,100%
write,write,1734,37393836000,998.58,727.79,0.36,7787353.54,100%
delete,delete,860,0,79.38,79.38,0.18,0,100%
read,read,5574,112394472000,530.16,139.02,1.16,23407624.68,100%
list,list,954,0,101.17,101.17,0.2,0,100%
write,write,1778,36348080000,955.49,721.97,0.37,7569964.96,100%
delete,delete,949,0,53.47,53.47,0.2,0,100%
read,read,5183,110217092000,573.97,147.58,1.08,23029543.45,100%
list,list,907,0,119.13,119.13,0.19,0,100%
write,write,1788,37393632000,925.17,679.43,0.37,7813291.54,100%
delete,delete,816,0,59.32,59.32,0.17,0,100%
read,read,5023,105037924000,571.14,141.12,1.05,21935280.46,100%
list,list,827,0,103.19,103.19,0.17,0,100%
write,write,1738,36935668000,1022.08,752.07,0.36,7713349.67,100%
delete,delete,838,0,68.79,68.79,0.18,0,100%
read,read,5054,104709968000,572.26,150.14,1.05,21808856.39,100%
list,list,880,0,107.66,107.66,0.18,0,100%
write,write,1748,37984040000,1009.3,737.06,0.36,7911266.61,100%
delete,delete,870,0,57.13,57.13,0.18,0,100%
read,read,5139,106941996000,567.99,149.15,1.07,22275336.26,100%
list,list,838,0,96.06,96.06,0.17,0,100%
write,write,1704,36870720000,1025.99,760.93,0.35,7679936.01,100%
delete,delete,787,0,67.26,67.26,0.16,0,100%
read,read,5242,113431156000,572.52,141.04,1.09,23623606.45,100%
list,list,888,0,98.94,98.94,0.18,0,100%
write,write,1784,35824448000,924.86,688.19,0.37,7460936.58,100%
delete,delete,886,0,70.32,70.32,0.18,0,100%
read,read,5309,112776284000,555.28,140.31,1.11,23487293.68,100%
list,list,837,0,91.92,91.92,0.17,0,100%
write,write,1731,35362092000,993.43,743.42,0.36,7364667.56,100%
delete,delete,901,0,62.96,62.96,0.19,0,100%
read,read,5227,110023912000,572.29,141.29,1.09,22915399.11,100%
list,list,882,0,100.45,100.45,0.18,0,100%
write,write,1701,36935100000,985.05,717.19,0.35,7692714.63,100%
delete,delete,841,0,53.97,53.97,0.18,0,100%
read,read,5407,116053036000,545.29,143.09,1.13,24168687.82,100%
list,list,903,0,106.03,106.03,0.19,0,100%
write,write,1767,36086568000,954.37,723.5,0.37,7515227.75,100%
delete,delete,900,0,78.7,78.7,0.19,0,100%
read,read,5428,115268836000,535.68,140.93,1.13,24009318.88,100%
list,list,899,0,100.04,100.04,0.19,0,100%
write,write,1758,35363580000,992.28,733.26,0.37,7365871.81,100%
delete,delete,876,0,66.89,66.89,0.18,0,100%
read,read,5535,116385948000,527.25,138.74,1.15,24238336.6,100%
list,list,966,0,105.11,105.11,0.2,0,100%
write,write,1805,36739580000,948.23,717.89,0.38,7651321.5,100%
delete,delete,904,0,77.32,77.32,0.19,0,100%
read,read,5535,112192620000,511.13,145.42,1.15,23366433.1,100%
list,list,920,0,91.9,91.9,0.19,0,100%
write,write,1817,39754400000,1006.99,752.93,0.38,8279675.86,100%
delete,delete,911,0,63.35,63.35,0.19,0,100%
read,read,5444,117365504000,539.94,141.06,1.13,24441588.99,100%
list,list,917,0,110.03,110.03,0.19,0,100%
write,write,1752,35626644000,976.71,739.47,0.36,7419316.24,100%
delete,delete,898,0,55.64,55.64,0.19,0,100%
read,read,5396,111271376000,521.91,138.38,1.13,23248191.17,100%
list,list,905,0,106.6,106.6,0.19,0,100%
write,write,1764,35889660000,1038.86,762.89,0.37,7498511.36,100%
delete,delete,869,0,46.75,46.75,0.18,0,100%
read,read,5313,114215304000,531.14,142.69,1.11,23786192.86,100%
list,list,851,0,133.52,133.52,0.18,0,100%
write,write,1739,36936212000,1039.69,777.56,0.36,7692242.91,100%
delete,delete,919,0,62.85,62.85,0.19,0,100%
read,read,5410,114153160000,524.61,144.29,1.13,23784598.97,100%
list,list,901,0,103.6,103.59,0.19,0,100%
write,write,1817,36872852000,997.81,765.48,0.38,7682713.27,100%
delete,delete,909,0,60.03,60.03,0.19,0,100%
read,read,5404,112517056000,528.9,137.96,1.13,23431675.78,100%
list,list,849,0,128.9,128.9,0.18,0,100%
write,write,1853,38315180000,963.38,717.85,0.39,7979135.85,100%
delete,delete,889,0,54.88,54.88,0.19,0,100%
read,read,5327,110283320000,517.14,140.65,1.11,22980474.48,100%
list,list,845,0,100.5,100.5,0.18,0,100%
write,write,1752,34970844000,1084.99,833.7,0.37,7287109.13,100%
delete,delete,932,0,62.25,62.25,0.19,0,100%
read,read,5233,111267484000,515.4,137.03,1.1,23295241.36,100%
list,list,880,0,110.53,110.53,0.18,0,100%
write,write,1865,38642108000,1027.72,784.09,0.39,8090209.29,100%
delete,delete,889,0,73.07,73.07,0.19,0,100%
read,read,5486,115533776000,516.65,142.9,1.14,24059822.51,100%
list,list,936,0,104.38,104.38,0.19,0,100%
write,write,1780,37460572000,1008.22,761.19,0.37,7801136.12,100%
delete,delete,940,0,79.68,79.68,0.2,0,100%
read,read,5416,108847192000,524.13,143.83,1.13,22667969.51,100%
list,list,862,0,107.48,107.47,0.18,0,100%
write,write,1844,38118608000,982.63,728.43,0.38,7938389.85,100%
delete,delete,875,0,66.42,66.42,0.18,0,100%
read,read,5424,116250120000,525.66,135.62,1.13,24214946.01,100%
list,list,812,0,100.06,100.06,0.17,0,100%
write,write,1874,37136768000,952.61,719.69,0.39,7735603.47,100%
delete,delete,918,0,90.17,90.17,0.19,0,100%
read,read,5473,113238904000,517.3,135.77,1.14,23581897.49,100%
list,list,927,0,109.61,109.61,0.19,0,100%
write,write,1840,37725280000,989.2,738.26,0.38,7856254.82,100%
delete,delete,938,0,51.81,51.81,0.2,0,100%
read,read,5431,114808324000,532.84,143.41,1.13,23908618.22,100%
list,list,849,0,100.6,100.6,0.18,0,100%
write,write,1828,37002700000,958.65,729.74,0.38,7705742.9,100%
delete,delete,954,0,73.24,73.24,0.2,0,100%
read,read,5135,109885640000,537.13,141.25,1.07,22885484.94,100%
list,list,816,0,103.19,103.19,0.17,0,100%
write,write,1728,38050752000,1104.5,830.35,0.36,7924692.54,100%
delete,delete,846,0,59.38,59.38,0.18,0,100%
read,read,5378,114283256000,530.9,142.82,1.12,23853767.3,100%
list,list,904,0,104.63,104.63,0.19,0,100%
write,write,1735,35756200000,1035.08,781.48,0.36,7463211.18,100%
delete,delete,842,0,53.44,53.44,0.18,0,100%
read,read,5447,111080684000,532.54,145.06,1.13,23135899.87,100%
list,list,883,0,89.23,89.23,0.18,0,100%
write,write,1778,38705192000,997.22,738.05,0.37,8061522.62,100%
delete,delete,915,0,52.71,52.71,0.19,0,100%
read,read,5133,109885932000,537.21,138.6,1.07,22885164.45,100%
list,list,872,0,111.23,111.23,0.18,0,100%
write,write,1702,38310256000,1113.37,832.77,0.35,7978605.57,100%
delete,delete,857,0,60.48,60.48,0.18,0,100%
read,read,5509,114222868000,516.25,139.26,1.15,23816744.53,100%
list,list,950,0,114.47,114.47,0.2,0,100%
write,write,1816,38116036000,986.88,750.63,0.38,7947619.49,100%
delete,delete,885,0,57.13,57.13,0.18,0,100%
read,read,5460,114939864000,540.26,140.37,1.14,23937282.33,100%
list,list,875,0,101.93,101.93,0.18,0,100%
write,write,1844,37069376000,928.55,702.98,0.38,7720038.01,100%
delete,delete,862,0,58.08,58.08,0.18,0,100%
read,read,5519,114552608000,514.21,141.19,1.15,23862054.43,100%
list,list,929,0,93.24,93.24,0.19,0,100%
write,write,1799,37330304000,1012.32,784.56,0.37,7776145.49,100%
delete,delete,921,0,59.21,59.21,0.19,0,100%
read,read,5278,111593524000,533.34,147.87,1.1,23242815.92,100%
list,list,851,0,108.76,108.76,0.18,0,100%
write,write,1796,38442596000,1028.16,777.83,0.37,8006864.11,100%
delete,delete,838,0,55.72,55.72,0.17,0,100%
read,read,5220,108907380000,539.85,146.17,1.09,22682270.62,100%
list,list,891,0,121.47,121.47,0.19,0,100%
write,write,1712,37658276000,1053.43,779.68,0.36,7843134.3,100%
delete,delete,918,0,77.68,77.68,0.19,0,100%
read,read,5084,109492844000,554.25,146.79,1.06,22803963.69,100%
list,list,839,0,106.44,106.44,0.17,0,100%
write,write,1819,39687196000,1012.31,745.37,0.38,8265612.1,100%
delete,delete,857,0,61.36,61.36,0.18,0,100%
read,read,5381,115985540000,534.67,139.86,1.12,24204630.59,100%
list,list,881,0,120.01,120.01,0.18,0,100%
write,write,1779,37723716000,981.74,744.37,0.37,7872434.88,100%
delete,delete,929,0,66.96,66.96,0.19,0,100%
read,read,5297,111398504000,556.6,149.85,1.1,23200008,100%
list,list,927,0,122.49,122.49,0.19,0,100%
write,write,1764,37593552000,950.01,702.01,0.37,7829285.63,100%
delete,delete,909,0,69.99,69.99,0.19,0,100%
read,read,5257,112380484000,539.35,137.92,1.09,23405510.91,100%
list,list,895,0,90.67,90.67,0.19,0,100%
write,write,1759,37590592000,1041.09,786.79,0.37,7829001.8,100%
delete,delete,882,0,60.38,60.38,0.18,0,100%
read,read,5326,110155672000,537.28,145.76,1.11,22944270.48,100%
list,list,885,0,100.06,100.06,0.18,0,100%
write,write,1793,37788944000,997.53,735.64,0.37,7871040.47,100%
delete,delete,943,0,65.68,65.68,0.2,0,100%
read,read,5479,118151248000,533.93,138.77,1.14,24607358.6,100%
list,list,857,0,127.5,127.49,0.18,0,100%
write,write,1805,37984208000,924.4,690.56,0.38,7910970.41,100%
delete,delete,957,0,102.19,102.19,0.2,0,100%
read,read,5165,110937272000,554.95,148.06,1.08,23102353.82,100%
list,list,882,0,105.22,105.22,0.18,0,100%
write,write,1757,36739208000,999.28,744.94,0.37,7650829.76,100%
delete,delete,854,0,101.54,101.54,0.18,0,100%
read,read,5111,108180752000,551.61,143.99,1.06,22530883.32,100%
list,list,831,0,122.9,122.9,0.17,0,100%
write,write,1740,37131672000,1022.19,758.53,0.36,7733440.13,100%
delete,delete,879,0,114.88,114.88,0.18,0,100%
read,read,5388,113957376000,534.06,148.32,1.12,23731296.23,100%
list,list,849,0,111.51,111.51,0.18,0,100%
write,write,1849,37659184000,945.52,699.05,0.39,7842416.9,100%
delete,delete,853,0,95.08,95.08,0.18,0,100%
read,read,5415,112714596000,526.27,145.99,1.13,23484462.99,100%
list,list,913,0,104.96,104.96,0.19,0,100%
write,write,1885,39954688000,943.23,708.82,0.39,8324692.85,100%
delete,delete,899,0,84.04,84.04,0.19,0,100%
read,read,5586,114749292000,522.36,140.96,1.16,23899898.48,100%
list,list,898,0,91.82,91.82,0.19,0,100%
write,write,1742,36346076000,984.86,747.33,0.36,7570134.09,100%
delete,delete,943,0,90.03,90.03,0.2,0,100%
read,read,5183,112114820000,557.22,143.57,1.08,23347637.86,100%
list,list,875,0,98.66,98.66,0.18,0,100%
write,write,1752,35430948000,999.65,755.14,0.36,7378408.52,100%
delete,delete,821,0,92.27,92.27,0.17,0,100%
read,read,5248,111003016000,533.46,152.67,1.09,23116819.86,100%
list,list,891,0,92.89,92.89,0.19,0,100%
write,write,1781,37132976000,1024.66,766.86,0.37,7733090.04,100%
delete,delete,895,0,105.17,105.17,0.19,0,100%
read,read,5456,114814844000,505.27,135.35,1.14,23916505.53,100%
list,list,919,0,134.35,134.35,0.19,0,100%
write,write,1788,36349380000,1021.86,774.64,0.37,7571757.43,100%
delete,delete,927,0,100.29,100.29,0.19,0,100%
read,read,5517,115340904000,514.86,148.42,1.15,24023574.33,100%
list,list,926,0,103.41,103.41,0.19,0,100%
write,write,1845,36545844000,957.93,702.18,0.38,7611885.89,100%
delete,delete,973,0,99.81,99.81,0.2,0,100%
read,read,5560,112653724000,513.44,133.26,1.16,23493077.64,100%
list,list,952,0,102.45,102.45,0.2,0,100%
write,write,1810,37268536000,989.22,739.82,0.38,7772069.83,100%
delete,delete,873,0,59.56,59.56,0.18,0,100%
read,read,5256,112641648000,535.36,144.54,1.09,23460084.39,100%
list,list,919,0,102.44,102.44,0.19,0,100%
write,write,1849,39887752000,974.6,728.98,0.39,8307495.89,100%
delete,delete,915,0,99.45,99.45,0.19,0,100%
read,read,5457,113499888000,525.35,139.97,1.14,23638201.45,100%
list,list,914,0,107.73,107.73,0.19,0,100%
write,write,1822,38576824000,979.21,739.25,0.38,8034252.31,100%
delete,delete,897,0,57.67,57.67,0.19,0,100%
read,read,5465,117889304000,533.29,140.62,1.14,24554900.28,100%
list,list,885,0,108.46,108.45,0.18,0,100%
write,write,1821,37200168000,954.95,719.97,0.38,7748340.05,100%
delete,delete,874,0,58.65,58.65,0.18,0,100%
read,read,5375,112517180000,528.79,141.87,1.12,23438002.93,100%
list,list,886,0,113.67,113.67,0.18,0,100%
write,write,1791,38836908000,1002.74,749.78,0.37,8089960.69,100%
delete,delete,898,0,68.35,68.35,0.19,0,100%
read,read,5441,114348860000,515.67,147.35,1.13,23816204.14,100%
list,list,961,0,119.8,119.8,0.2,0,100%
write,write,1780,37526464000,1024.1,758.04,0.37,7815888.39,100%
delete,delete,895,0,63.87,63.87,0.19,0,100%
read,read,5627,118358516000,511.87,143.53,1.17,24649165.87,100%
list,list,875,0,124.64,124.64,0.18,0,100%
write,write,1781,36806636000,981.35,734.9,0.37,7665294.45,100%
delete,delete,910,0,70.55,70.55,0.19,0,100%
read,read,5535,115405308000,514.5,140.02,1.15,24046399.5,100%
list,list,902,0,92.18,92.18,0.19,0,100%
write,write,1808,39034712000,1002.53,744.16,0.38,8133458.46,100%
delete,delete,903,0,61.3,61.3,0.19,0,100%
read,read,5465,114286664000,523.18,144.89,1.14,23819621.7,100%
list,list,906,0,143.57,143.57,0.19,0,100%
write,write,1827,36479700000,962.78,719.51,0.38,7603097.54,100%
delete,delete,917,0,53.81,53.81,0.19,0,100%
read,read,5445,113237772000,524.61,145.77,1.13,23592288.73,100%
list,list,894,0,103.06,103.06,0.19,0,100%
write,write,1817,38445920000,990.45,742.47,0.38,8009935.46,100%
delete,delete,919,0,55.61,55.61,0.19,0,100%
read,read,5438,115657568000,530.61,139.99,1.13,24088130.34,100%
list,list,912,0,96.43,96.43,0.19,0,100%
write,write,1896,39888540000,875.26,611.27,0.39,8307630.6,100%
delete,delete,897,0,187.44,187.44,0.19,0,100%
read,read,5618,117303608000,527.68,145.75,1.17,24435176.91,100%
list,list,898,0,99.38,99.38,0.19,0,100%
write,write,1918,39431884000,821.16,567.74,0.4,8213942.25,100%
delete,delete,945,0,181.37,181.37,0.2,0,100%
read,read,5599,121300024000,550.08,142.25,1.17,25260634.09,100%
list,list,896,0,103.3,103.3,0.19,0,100%
write,write,1786,36675352000,816.7,568.83,0.37,7637613.06,100%
delete,delete,825,0,206.61,206.61,0.17,0,100%
read,read,5543,115859924000,527.95,144.16,1.15,24127988.8,100%
list,list,982,0,102.76,102.76,0.2,0,100%
write,write,1884,38053836000,831.91,600.31,0.39,7924763.78,100%
delete,delete,989,0,209.13,209.13,0.21,0,100%
read,read,5504,115732004000,522.91,138.67,1.15,24102835.04,100%
list,list,950,0,117.7,117.7,0.2,0,100%
write,write,1942,41266996000,827.51,581.33,0.4,8594438.55,100%
delete,delete,944,0,216.33,216.33,0.2,0,100%
read,read,5344,110615368000,528.69,143.3,1.11,23041047.36,100%
list,list,915,0,104.24,104.23,0.19,0,100%
write,write,1893,40739964000,885.65,623.92,0.39,8486085.22,100%
delete,delete,911,0,222.99,222.99,0.19,0,100%
read,read,5628,118679640000,534.07,133.78,1.17,24717854.66,100%
list,list,974,0,95.86,95.86,0.2,0,100%
write,write,1813,38512156000,840.4,595.15,0.38,8021071.47,100%
delete,delete,918,0,194.13,194.13,0.19,0,100%
read,read,5499,114090204000,536.31,149.46,1.15,23775608.17,100%
list,list,924,0,103.9,103.9,0.19,0,100%
write,write,1874,39365396000,846.32,615.52,0.39,8203475.83,100%
delete,delete,900,0,185.57,185.57,0.19,0,100%
read,read,5299,112773184000,525.31,136.08,1.1,23489964.92,100%
list,list,916,0,109.77,109.77,0.19,0,100%
write,write,1872,40738920000,924.43,644.69,0.39,8485668.03,100%
delete,delete,919,0,202.19,202.19,0.19,0,100%
read,read,5471,114157064000,523.29,140.71,1.14,23774143.16,100%
list,list,914,0,110.97,110.97,0.19,0,100%
write,write,1991,42513080000,828.76,581.62,0.41,8853696.96,100%
delete,delete,876,0,213.31,213.31,0.18,0,100%
read,read,5347,109105324000,529.67,143.18,1.11,22730394.22,100%
list,list,895,0,127.42,127.42,0.19,0,100%
write,write,1794,38053056000,1000.03,743.5,0.37,7927761.29,100%
delete,delete,904,0,65.64,65.64,0.19,0,100%
read,read,5653,117437872000,511.92,141.27,1.18,24457856.71,100%
list,list,900,0,101.36,101.36,0.19,0,100%
write,write,1872,37398948000,928.96,698.99,0.39,7788783.09,100%
delete,delete,971,0,79.41,79.41,0.2,0,100%
read,read,5481,110421180000,513.06,145.22,1.14,22999860.44,100%
list,list,936,0,113.66,113.66,0.19,0,100%
write,write,1841,37330952000,980,748.38,0.38,7775742.72,100%
delete,delete,951,0,81.87,81.87,0.2,0,100%
read,read,5519,113176136000,534.36,149.33,1.15,23588799.71,100%
list,list,893,0,97.13,97.13,0.19,0,100%
write,write,1851,37398144000,909.18,665.49,0.39,7794729.17,100%
delete,delete,903,0,87.17,87.17,0.19,0,100%
read,read,5131,110019688000,538.8,144.2,1.07,22916285.34,100%
list,list,823,0,127.19,127.19,0.17,0,100%
write,write,1758,38181276000,1028.97,775.76,0.37,7952876.72,100%
delete,delete,880,0,139.03,139.03,0.18,0,100%
read,read,5352,114348984000,537.17,148.04,1.12,23825365.5,100%
list,list,869,0,91.69,91.69,0.18,0,100%
write,write,1870,38382340000,940.32,703.12,0.39,7997213.86,100%
delete,delete,916,0,93.93,93.93,0.19,0,100%
read,read,5572,118942444000,522.63,142.59,1.16,24773410.22,100%
list,list,925,0,96.45,96.45,0.19,0,100%
write,write,1864,39559912000,925.43,690.27,0.39,8239564.41,100%
delete,delete,907,0,82.14,82.14,0.19,0,100%
read,read,5473,114744640000,525.18,146.71,1.14,23898093.35,100%
list,list,918,0,112.93,112.93,0.19,0,100%
write,write,1826,39491228000,957.97,709.13,0.38,8224916.24,100%
delete,delete,917,0,80.39,80.39,0.19,0,100%
read,read,5423,115530584000,536.07,147.35,1.13,24059809.14,100%
list,list,937,0,108.9,108.9,0.2,0,100%
write,write,1804,37264912000,954.36,716.58,0.38,7760600.17,100%
delete,delete,881,0,80.12,80.12,0.18,0,100%
read,read,5379,113758584000,521.31,137.57,1.12,23692158.06,100%
list,list,849,0,110.34,110.34,0.18,0,100%
write,write,1830,40344180000,997.36,742.58,0.38,8402361,100%
delete,delete,893,0,87.53,87.53,0.19,0,100%
read,read,5355,113496660000,543.77,139.69,1.12,23636086.85,100%
list,list,926,0,114.59,114.59,0.19,0,100%
write,write,1756,36675472000,980.7,728.78,0.37,7637798.69,100%
delete,delete,859,0,71.42,71.42,0.18,0,100%
read,read,5598,115140732000,526.02,149.69,1.17,23987507.58,100%
list,list,935,0,109.65,109.65,0.19,0,100%
write,write,1802,36806900000,931.59,695.86,0.38,7668057.84,100%
delete,delete,927,0,79.51,79.51,0.19,0,100%
read,read,5472,117563652000,526.22,139.56,1.14,24484388.46,100%
list,list,885,0,118.54,118.54,0.18,0,100%
write,write,1805,40738232000,961.87,699.52,0.38,8484345.97,100%
delete,delete,957,0,84.21,84.21,0.2,0,100%
read,read,5458,111472180000,515.74,148.68,1.14,23214239.9,100%
list,list,919,0,107.2,107.2,0.19,0,100%
write,write,1826,40607612000,995.76,736.85,0.38,8456592.91,100%
delete,delete,903,0,77.32,77.32,0.19,0,100%
read,read,5336,114414872000,535.51,144.11,1.11,23832548.95,100%
list,list,871,0,105.6,105.6,0.18,0,100%
write,write,1817,36742748000,975.86,727.99,0.38,7653492.29,100%
delete,delete,885,0,87.89,87.89,0.18,0,100%
read,read,5392,112319332000,523.99,142.24,1.12,23412610.95,100%
list,list,870,0,108.03,108.03,0.18,0,100%
write,write,1832,37070648000,982.16,751.31,0.38,7727259.8,100%
delete,delete,937,0,83.6,83.6,0.2,0,100%
read,read,5330,112975784000,526.28,135.79,1.11,23536798.19,100%
list,list,910,0,93.38,93.38,0.19,0,100%
write,write,1805,38968628000,1012.31,770.6,0.38,8118525.06,100%
delete,delete,922,0,89.26,89.26,0.19,0,100%
read,read,5492,114348644000,528.11,141.87,1.14,23812905.6,100%
list,list,864,0,108.56,108.56,0.18,0,100%
write,write,1758,37066632000,988.12,747.38,0.37,7719061.44,100%
delete,delete,929,0,75.59,75.59,0.19,0,100%
read,read,5407,117627244000,549.85,142.72,1.13,24498647.78,100%
list,list,895,0,92.63,92.63,0.19,0,100%
write,write,1726,33857896000,958.96,739.36,0.36,7051705.38,100%
delete,delete,923,0,97.38,97.38,0.19,0,100%
read,read,5342,113304632000,525.65,136.16,1.11,23600563.97,100%
