Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
list,list,882,0,116.45,116.45,0.18,0,100%
write,write,1907,39625556000,923.24,705.27,0.4,8253314.14,100%
delete,delete,989,0,53.38,53.38,0.21,0,100%
read,read,5579,120582872000,517.23,142.64,1.16,25114237.48,100%
list,list,939,0,90.72,90.72,0.2,0,100%
write,write,1948,38644900000,916.23,690.53,0.41,8048715.21,100%
delete,delete,915,0,49.53,49.53,0.19,0,100%
read,read,5590,119269936000,515.98,138.95,1.16,24842655.32,100%
list,list,916,0,92.31,92.31,0.19,0,100%
write,write,1801,40148188000,977.76,711.17,0.38,8362439.27,100%
delete,delete,905,0,78.26,78.26,0.19,0,100%
read,read,5723,120386372000,515.01,134.55,1.19,25081048.04,100%
list,list,916,0,94.04,94.04,0.19,0,100%
write,write,1850,39035540000,918.58,681.48,0.39,8132583.76,100%
delete,delete,922,0,72.23,72.23,0.19,0,100%
read,read,5442,115135428000,527.69,134.5,1.13,23981676.22,100%
list,list,954,0,113.05,113.05,0.2,0,100%
write,write,1908,37072812000,923.62,694.63,0.4,7721933.98,100%
delete,delete,948,0,62.04,62.04,0.2,0,100%
read,read,5483,112389068000,510.98,134.8,1.14,23408849.07,100%
list,list,959,0,107.06,107.06,0.2,0,100%
write,write,1885,40085092000,979.71,723.31,0.39,8349084.88,100%
delete,delete,904,0,54.94,54.94,0.19,0,100%
read,read,5741,120127676000,511.27,141.18,1.2,25017050.99,100%
list,list,994,0,93.19,93.19,0.21,0,100%
write,write,1821,38314932000,943.45,692.96,0.38,7979232.09,100%
delete,delete,888,0,62.68,62.68,0.18,0,100%
read,read,5675,116519432000,494.34,140.48,1.18,24266545.1,100%
list,list,960,0,96.51,96.51,0.2,0,100%
write,write,1955,41724092000,932.1,691.94,0.41,8689533.95,100%
delete,delete,996,0,81.32,81.32,0.21,0,100%
read,read,5366,112446392000,538.76,136.01,1.12,23421296.09,100%
list,list,906,0,93.15,93.15,0.19,0,100%
write,write,1828,38051392000,959.11,695.26,0.38,7925669.31,100%
delete,delete,942,0,76.49,76.49,0.2,0,100%
read,read,5585,115470440000,532.04,140.61,1.16,24046928.3,100%
list,list,942,0,100.16,100.16,0.2,0,100%
write,write,1825,39819484000,917.66,668.34,0.38,8292479.67,100%
delete,delete,927,0,65.85,65.85,0.19,0,100%
read,read,5393,108919052000,519.24,142.16,1.12,22682023.05,100%
list,list,889,0,108.22,108.22,0.19,0,100%
write,write,1930,42840196000,958.11,679.29,0.4,8921325.47,100%
delete,delete,952,0,58.9,58.9,0.2,0,100%
read,read,5425,116512732000,546.49,140.67,1.13,24265867.36,100%
list,list,915,0,112.96,112.96,0.19,0,100%
write,write,1781,37394864000,940.56,711.84,0.37,7788151.51,100%
delete,delete,944,0,61.37,61.37,0.2,0,100%
read,read,5393,116054840000,554.97,136.83,1.12,24171640.86,100%
list,list,871,0,125.96,125.96,0.18,0,100%
write,write,1732,38377468000,947.28,700.69,0.36,7993172.66,100%
delete,delete,906,0,63.55,63.55,0.19,0,100%
read,read,5655,116915064000,538.55,139.71,1.18,24352972.2,100%
list,list,941,0,92.02,92.02,0.2,0,100%
write,write,1837,38838232000,877.71,649.4,0.38,8089859.01,100%
delete,delete,940,0,59.67,59.67,0.2,0,100%
read,read,5546,114096152000,538.2,135.37,1.15,23760725.38,100%
list,list,923,0,87.1,87.1,0.19,0,100%
write,write,1824,38576532000,928.23,693.06,0.38,8033630.99,100%
delete,delete,898,0,48.08,48.08,0.19,0,100%
read,read,5473,115005148000,542.47,134.62,1.14,23951022.98,100%
list,list,911,0,93.48,93.47,0.19,0,100%
write,write,1832,38445500000,925.69,689.58,0.38,8006676.83,100%
delete,delete,916,0,56.08,56.08,0.19,0,100%
read,read,5483,119137724000,555.34,137.93,1.14,24823529.34,100%
list,list,908,0,94.38,94.38,0.19,0,100%
write,write,1800,37525824000,901.13,664.57,0.38,7818878.54,100%
delete,delete,914,0,50.75,50.75,0.19,0,100%
read,read,5386,117952180000,549.4,141.68,1.12,24567116.45,100%
list,list,892,0,90.25,90.25,0.19,0,100%
write,write,1791,37331712000,946.9,690.05,0.37,7775460.5,100%
delete,delete,896,0,72.96,72.96,0.19,0,100%
read,read,5821,121177588000,513.21,130.81,1.21,25237486.18,100%
list,list,970,0,96.73,96.73,0.2,0,100%
write,write,1772,38377208000,934.28,690.29,0.37,7992767.25,100%
delete,delete,958,0,67.12,67.12,0.2,0,100%
read,read,5601,115274268000,513.65,138.19,1.17,24006165.11,100%
list,list,885,0,91.58,91.58,0.18,0,100%
write,write,1865,39298448000,957.83,725.7,0.39,8184003.66,100%
delete,delete,910,0,62.76,62.76,0.19,0,100%
read,read,5687,118225472000,514.81,129.65,1.19,24638868.67,100%
list,list,941,0,108.29,108.29,0.2,0,100%
write,write,1858,37592428000,924.32,702.51,0.39,7834478.31,100%
delete,delete,939,0,54.2,54.2,0.2,0,100%
read,read,5736,121173588000,484.79,131.82,1.19,25234829.41,100%
list,list,956,0,110.47,110.47,0.2,0,100%
write,write,1920,41658360000,962.57,709.83,0.4,8675501.2,100%
delete,delete,960,0,69.68,69.68,0.2,0,100%
read,read,5571,118418484000,519.59,145.95,1.16,24660529.99,100%
list,list,917,0,111.2,111.2,0.19,0,100%
write,write,1901,39494708000,916.16,680.08,0.4,8224733.15,100%
delete,delete,888,0,71.33,71.33,0.18,0,100%
read,read,5913,122360172000,499.62,136.07,1.23,25481488.67,100%
list,list,988,0,95.53,95.53,0.21,0,100%
write,write,1924,37598092000,882.06,668.65,0.4,7829797.39,100%
delete,delete,1007,0,55.39,55.39,0.21,0,100%
read,read,5450,118018748000,525.53,144.29,1.13,24577403.09,100%
list,list,866,0,99.92,99.92,0.18,0,100%
write,write,1863,39691512000,960.76,702.95,0.39,8265756.98,100%
delete,delete,931,0,65.46,65.46,0.19,0,100%
read,read,5657,118682516000,503.73,135.66,1.18,24727285.99,100%
list,list,976,0,107.09,107.09,0.2,0,100%
write,write,1937,39298796000,915.57,685.64,0.4,8187832.55,100%
delete,delete,941,0,76.19,76.19,0.2,0,100%
read,read,5517,117236772000,506.47,134.78,1.15,24423167.4,100%
list,list,895,0,114.36,114.36,0.19,0,100%
write,write,1854,40673196000,997.65,744.47,0.39,8473180.02,100%
delete,delete,961,0,55.84,55.84,0.2,0,100%
read,read,5626,118357132000,515.15,139.92,1.17,24647625.17,100%
list,list,1001,0,103.87,103.87,0.21,0,100%
write,write,1834,37463428000,942.56,703.91,0.38,7801680.52,100%
delete,delete,955,0,74.03,74.03,0.2,0,100%
read,read,5571,114880776000,510.89,139.94,1.16,23924040.02,100%
list,list,933,0,95.29,95.29,0.19,0,100%
write,write,1902,38904804000,928.44,681.27,0.4,8101965.54,100%
delete,delete,939,0,107.01,107.01,0.2,0,100%
read,read,5469,116643192000,524.82,131.75,1.14,24300199.25,100%
list,list,892,0,102.2,102.2,0.19,0,100%
write,write,1782,36611364000,970.34,728.74,0.37,7627221.31,100%
delete,delete,913,0,119.53,119.53,0.19,0,100%
read,read,5660,117960836000,515.75,136.96,1.18,24565731.71,100%
list,list,967,0,115.14,115.14,0.2,0,100%
write,write,1853,38447804000,922.38,688.05,0.39,8006881.52,100%
delete,delete,956,0,64.66,64.66,0.2,0,100%
read,read,5609,119140148000,503.52,136.16,1.17,24810536.78,100%
list,list,886,0,116.99,116.99,0.18,0,100%
write,write,1868,40018052000,966.24,730.66,0.39,8333625.3,100%
delete,delete,923,0,74.46,74.46,0.19,0,100%
read,read,5813,122880068000,497.49,133.7,1.21,25591291.8,100%
list,list,1019,0,90.09,90.09,0.21,0,100%
write,write,1901,38776076000,916.94,686.7,0.4,8075596.73,100%
delete,delete,996,0,74.68,74.68,0.21,0,100%
read,read,5703,120910008000,504.27,130.24,1.19,25184070.74,100%
list,list,896,0,118.15,118.15,0.19,0,100%
write,write,1884,41198832000,919.9,678.74,0.39,8581211.07,100%
delete,delete,892,0,96.29,96.29,0.19,0,100%
read,read,5656,117177196000,499.33,128.96,1.18,24403018.9,100%
list,list,907,0,88.76,88.76,0.19,0,100%
write,write,1820,40016180000,999.67,755.11,0.38,8333665.85,100%
delete,delete,962,0,80.27,80.27,0.2,0,100%
read,read,5722,119465440000,517.66,137.16,1.19,24882438.64,100%
list,list,955,0,98.05,98.05,0.2,0,100%
write,write,1829,37789208000,907.42,678.73,0.38,7870792.17,100%
delete,delete,960,0,88.98,88.98,0.2,0,100%
read,read,5733,116065560000,503.04,141.81,1.19,24181211.64,100%
list,list,987,0,98.7,98.7,0.21,0,100%
write,write,1875,37400460000,900.12,678.39,0.39,7792048.21,99.95%
delete,delete,1002,0,70.16,70.16,0.21,0,100%
read,read,5617,122282176000,515.13,130.14,1.17,25471860.74,100%
list,list,983,0,96.79,96.79,0.2,0,100%
write,write,1788,37658400000,977.7,734.62,0.37,7844393.61,100%
delete,delete,953,0,66.58,66.58,0.2,0,100%
read,read,5798,119083172000,488.42,136.89,1.21,24800138.45,100%
list,list,965,0,98.93,98.93,0.2,0,100%
write,write,1859,40411088000,950.17,721.27,0.39,8415971.46,100%
delete,delete,993,0,108.31,108.31,0.21,0,100%
read,read,5689,120125188000,511.6,135.25,1.18,25018809.74,100%
list,list,987,0,98.52,98.52,0.21,0,100%
write,write,1887,37924524000,906.48,674.45,0.39,7898646.96,100%
delete,delete,1010,0,81.85,81.85,0.21,0,100%
read,read,5465,117103100000,521.87,135.65,1.14,24386368.98,100%
list,list,929,0,96,95.99,0.19,0,100%
write,write,1845,38838084000,949.71,712.1,0.38,8087914.39,100%
delete,delete,923,0,117.2,117.2,0.19,0,100%
read,read,5693,119928428000,500.16,136.5,1.19,24985620.11,100%
list,list,930,0,100.86,100.86,0.19,0,100%
write,write,1937,40480592000,905.26,684.8,0.4,8433635.88,100%
delete,delete,938,0,111.66,111.66,0.2,0,100%
read,read,5826,124846140000,501.11,138.72,1.21,26003084.64,100%
list,list,980,0,93.12,93.12,0.2,0,100%
write,write,1929,39366636000,878.07,649.99,0.4,8199324.13,100%
delete,delete,961,0,100.16,100.16,0.2,0,100%
read,read,5653,116522824000,497.25,136.52,1.18,24265983.05,100%
list,list,910,0,101.37,101.37,0.19,0,100%
write,write,1896,39823548000,937.75,690.72,0.39,8293289.74,100%
delete,delete,924,0,130.2,130.2,0.19,0,100%
read,read,5527,117957664000,523.59,139.59,1.15,24577923.52,100%
list,list,890,0,89.02,89.02,0.19,0,100%
write,write,1837,39819712000,948.81,700.69,0.38,8296924.53,100%
delete,delete,924,0,89.68,89.68,0.19,0,100%
read,read,5433,113890224000,517.93,143.25,1.13,23718813.59,100%
list,list,942,0,90.17,90.17,0.2,0,100%
write,write,1831,39689884000,981.11,744.52,0.38,8265827.63,100%
delete,delete,927,0,114.33,114.33,0.19,0,100%
read,read,5786,120912920000,505.01,133.5,1.21,25184178.94,100%
list,list,1017,0,98.57,98.56,0.21,0,100%
write,write,1844,39950024000,916.27,680.96,0.38,8320935.04,100%
delete,delete,1021,0,87.02,87.02,0.21,0,100%
read,read,5446,116514976000,509.67,135.35,1.13,24263989.93,100%
list,list,934,0,109.69,109.69,0.19,0,100%
write,write,1871,40739576000,974.61,735.38,0.39,8483927.95,100%
delete,delete,922,0,108.42,108.42,0.19,0,100%
read,read,5588,115797032000,500.63,137.8,1.16,24123451.91,100%
list,list,941,0,89.85,89.85,0.2,0,100%
write,write,1966,43949524000,934.75,698.68,0.41,9155797.95,100%
delete,delete,919,0,86.95,86.95,0.19,0,100%
read,read,5514,115859808000,528.31,136.68,1.15,24128592.74,100%
list,list,1004,0,97.64,97.64,0.21,0,100%
write,write,1816,37396504000,927.73,697.64,0.38,7788076.22,100%
delete,delete,935,0,112.75,112.75,0.19,0,100%
read,read,5450,114809420000,513.5,131.28,1.14,23913557.5,100%
list,list,898,0,118.51,118.51,0.19,0,100%
write,write,1799,38573852000,1002.11,757.86,0.37,8034515.18,100%
delete,delete,912,0,101.8,101.8,0.19,0,100%
read,read,5708,117767192000,501.26,139.59,1.19,24525981.87,100%
list,list,984,0,109.7,109.7,0.2,0,100%
write,write,1886,38121356000,925.06,697.5,0.39,7939084.48,100%
delete,delete,983,0,88.98,88.98,0.2,0,100%
read,read,5546,118154096000,513.16,136.17,1.16,24611139.97,100%
list,list,999,0,93.78,93.78,0.21,0,100%
write,write,1844,37858460000,956.07,716.58,0.38,7885802.44,100%
delete,delete,971,0,100.64,100.64,0.2,0,100%
read,read,5433,116120412000,514.45,136.48,1.13,24182548.02,100%
list,list,923,0,97.94,97.94,0.19,0,100%
write,write,1763,38965880000,1040.27,785.34,0.37,8114802.97,100%
delete,delete,878,0,93.41,93.41,0.18,0,100%
read,read,5752,118944124000,490.19,135.41,1.2,24771851.12,100%
list,list,954,0,114.43,114.43,0.2,0,100%
write,write,1908,39559608000,923.21,671.85,0.4,8238866.17,100%
delete,delete,986,0,112.53,112.53,0.21,0,100%
read,read,5690,115668116000,511.06,133.87,1.18,24088255.21,100%
list,list,960,0,98.31,98.31,0.2,0,100%
write,write,1852,40019188000,933.16,680.61,0.39,8334123.93,100%
delete,delete,950,0,74.65,74.65,0.2,0,100%
read,read,5669,119664644000,498.03,129.47,1.18,24921806.13,100%
list,list,923,0,130.37,130.37,0.19,0,100%
write,write,1898,41265140000,936.53,693.47,0.4,8594032.33,100%
delete,delete,965,0,82.89,82.89,0.2,0,100%
read,read,5590,118024468000,505.55,136.96,1.16,24578261.58,100%
list,list,951,0,113.28,113.28,0.2,0,100%
write,write,1986,40414296000,889.84,663.33,0.41,8416162.81,100%
delete,delete,945,0,106.4,106.4,0.2,0,100%
read,read,5707,120976516000,509.87,142.02,1.19,25198170.22,100%
list,list,971,0,97.78,97.78,0.2,0,100%
write,write,1911,40345824000,912.53,665.93,0.4,8403622.24,100%
delete,delete,884,0,58.76,58.76,0.18,0,100%
read,read,5651,118553528000,510.29,132.06,1.18,24689927.89,100%
list,list,986,0,101.57,101.57,0.21,0,100%
write,write,1909,38711296000,926.26,690.17,0.4,8062004.76,100%
delete,delete,941,0,52.27,52.27,0.2,0,100%
read,read,5533,120118504000,527.78,137.9,1.15,25016271.4,100%
list,list,997,0,95.51,95.51,0.21,0,100%
write,write,1836,40279692000,944.46,685.59,0.38,8388780.03,100%
delete,delete,920,0,56.22,56.22,0.19,0,100%
read,read,5665,115605964000,496.41,134.92,1.18,24075176.48,100%
list,list,946,0,91.47,91.47,0.2,0,100%
write,write,1904,40545272000,966.28,725.47,0.4,8443635.13,100%
delete,delete,944,0,66.7,66.7,0.2,0,100%
read,read,5663,116718500000,511.85,135.9,1.18,24307259.2,100%
list,list,949,0,99.49,99.49,0.2,0,100%
write,write,1915,40020700000,915.83,665.85,0.4,8334527.33,100%
delete,delete,920,0,59.22,59.22,0.19,0,100%
read,read,5590,114944164000,507.34,132.75,1.16,23936836.86,100%
list,list,970,0,94.73,94.73,0.2,0,100%
write,write,1808,39755264000,999.06,745.55,0.38,8278935.06,100%
delete,delete,930,0,72.44,72.44,0.19,0,100%
read,read,5651,120778436000,508.38,135.13,1.18,25162174.17,100%
list,list,895,0,94.67,94.67,0.19,0,100%
write,write,1884,42181332000,946.36,699.58,0.39,8787777.5,100%
delete,delete,1005,0,58.81,58.81,0.21,0,100%
read,read,5973,120262488000,473.85,128.3,1.24,25044281.19,100%
list,list,945,0,104.85,104.85,0.2,0,100%
write,write,1898,40743284000,946.27,709.8,0.4,8484659.5,100%
delete,delete,1004,0,75.83,75.83,0.21,0,100%
read,read,5592,118290264000,516.2,137.01,1.16,24639400.71,100%
list,list,969,0,88.9,88.9,0.2,0,100%
write,write,1829,39951704000,957.92,696.72,0.38,8321784.15,100%
delete,delete,894,0,84.66,84.66,0.19,0,100%
read,read,5596,113637268000,515.68,136.19,1.17,23665166.91,100%
list,list,930,0,95.62,95.62,0.19,0,100%
write,write,1902,39233664000,929.56,695.43,0.4,8170481.6,100%
delete,delete,923,0,63.64,63.64,0.19,0,100%
read,read,5645,116914244000,506.3,133.62,1.18,24347704.5,100%
list,list,911,0,131.63,131.63,0.19,0,100%
write,write,1847,41458952000,959.52,694.86,0.38,8633937.81,100%
delete,delete,912,0,56.17,56.17,0.19,0,100%
read,read,5769,121957524000,515.48,135.7,1.2,25398446.53,100%
list,list,917,0,109.67,109.67,0.19,0,100%
write,write,1818,37592868000,921.32,683.94,0.38,7828958.94,100%
delete,delete,946,0,55.01,55.01,0.2,0,100%
read,read,5715,121628028000,521.89,135.36,1.19,25328814.07,100%
list,list,977,0,116.83,116.83,0.2,0,100%
write,write,1923,37790844000,851.51,642.07,0.4,7869874.05,100%
delete,delete,932,0,72.23,72.23,0.19,0,100%
read,read,5587,116194000000,513.88,146.25,1.16,24203296.53,100%
list,list,904,0,89.81,89.81,0.19,0,100%
write,write,1843,41262640000,977.19,721.43,0.38,8595038.57,100%
delete,delete,893,0,52.76,52.76,0.19,0,100%
read,read,5677,120252484000,515.22,136.6,1.18,25042469.07,100%
list,list,894,0,86.29,86.29,0.19,0,100%
write,write,1865,40479944000,933.53,693.47,0.39,8429911.07,100%
delete,delete,915,0,63.88,63.88,0.19,0,100%
read,read,5630,116321576000,508.72,134.08,1.17,24225798.38,100%
list,list,954,0,93.5,93.5,0.2,0,100%
write,write,1910,40609988000,932.45,687.46,0.4,8457668.95,100%
delete,delete,960,0,69.62,69.62,0.2,0,100%
read,read,5839,122029036000,493.68,135.15,1.22,25413921.56,100%
list,list,934,0,88.37,88.37,0.19,0,100%
write,write,1902,39103080000,929.24,693.73,0.4,8143656.96,100%
delete,delete,940,0,73.07,73.07,0.2,0,100%
read,read,5658,116192364000,482.92,131.76,1.18,24197749,100%
list,list,969,0,120.23,120.23,0.2,0,100%
write,write,1903,41656672000,990.85,720.18,0.4,8675249.03,100%
delete,delete,976,0,68.56,68.56,0.2,0,100%
read,read,5802,119342916000,499.21,137.28,1.21,24853849.44,100%
list,list,942,0,97.29,97.29,0.2,0,100%
write,write,1927,41003248000,905.66,671.25,0.4,8539162.5,100%
delete,delete,966,0,70.4,70.4,0.2,0,100%
read,read,5671,117831856000,504.59,139.98,1.18,24550308.28,100%
list,list,940,0,105.56,105.56,0.2,0,100%
write,write,1849,39232012000,965.54,709.09,0.39,8174003.38,100%
delete,delete,900,0,59.04,59.04,0.19,0,100%
read,read,5608,111282124000,498.72,138.4,1.17,23175823.63,100%
list,list,977,0,107.92,107.92,0.2,0,100%
write,write,1902,40478052000,972,721.1,0.4,8430034.94,100%
delete,delete,941,0,53.41,53.41,0.2,0,100%
read,read,5530,116125600000,510.92,137.34,1.15,24183235.61,100%
list,list,917,0,118.92,118.92,0.19,0,100%
write,write,1905,38448312000,948.33,707.74,0.4,8006887.27,100%
delete,delete,957,0,63.17,63.17,0.2,0,100%
read,read,5764,119209240000,500.27,136.67,1.2,24825323.03,100%
list,list,951,0,86.94,86.94,0.2,0,100%
write,write,1833,38052432000,964.95,746.73,0.38,7924418.58,100%
delete,delete,977,0,68.11,68.11,0.2,0,100%
read,read,5735,119208524000,503.03,133.9,1.19,24827071.4,100%
list,list,992,0,89.21,89.21,0.21,0,100%
write,write,1887,39234084000,934.99,706.51,0.39,8171122.1,100%
delete,delete,960,0,66.05,66.05,0.2,0,100%
read,read,5535,115403688000,512.09,143.13,1.15,24037322.06,100%
list,list,884,0,104.11,104.11,0.18,0,100%
write,write,1899,39693516000,951.12,699.11,0.4,8267723.89,100%
delete,delete,864,0,78.63,78.63,0.18,0,100%
read,read,5569,116648452000,525.89,131.33,1.16,24296010.78,100%
list,list,918,0,120.37,120.36,0.19,0,100%
write,write,1983,40611960000,862.06,633.63,0.41,8458823.08,100%
delete,delete,918,0,56.72,56.72,0.19,0,100%
read,read,5729,118554800000,510.42,134.94,1.19,24700717.76,100%
list,list,933,0,95.19,95.19,0.19,0,100%
write,write,1874,37856120000,921.52,688.79,0.39,7887266.78,100%
delete,delete,951,0,62.34,62.34,0.2,0,100%
read,read,5549,116450756000,524.88,140.14,1.16,24251545.52,100%
list,list,924,0,99.51,99.51,0.19,0,100%
write,write,1777,38771500000,977.83,726.97,0.37,8074389.81,100%
delete,delete,895,0,66.21,66.21,0.19,0,100%
read,read,5753,119403272000,505.35,138.84,1.2,24870609.1,100%
list,list,1023,0,86.82,86.82,0.21,0,100%
write,write,1959,41202972000,889.66,653.29,0.41,8582202.09,100%
delete,delete,1002,0,61.46,61.46,0.21,0,100%
read,read,5584,117170428000,518.95,139.97,1.16,24409615.9,100%
list,list,931,0,103.18,103.18,0.19,0,100%
write,write,1858,38773264000,941.48,726.35,0.39,8077468.84,100%
delete,delete,914,0,61.93,61.93,0.19,0,100%
read,read,5912,120852752000,496.89,137.04,1.23,25170671.81,100%
list,list,966,0,95.32,95.32,0.2,0,100%
write,write,1891,39692524000,894.16,649.09,0.39,8266981.75,100%
delete,delete,934,0,85.99,85.99,0.19,0,100%
read,read,5609,118288652000,531.67,143.3,1.17,24634200.55,100%
list,list,956,0,90.45,90.45,0.2,0,100%
write,write,1883,39037952000,885.27,649.59,0.39,8129847.81,100%
delete,delete,888,0,74.09,74.09,0.18,0,100%
read,read,5725,119271676000,503.66,134.18,1.19,24838847.77,100%
list,list,982,0,88.52,88.52,0.2,0,100%
write,write,1926,40152228000,914.2,652.54,0.4,8361876.95,100%
delete,delete,1004,0,70.01,70.01,0.21,0,100%
read,read,5595,117634236000,526.04,139.28,1.17,24499190.68,100%
list,list,941,0,101.09,101.09,0.2,0,100%
write,write,1912,38119960000,890.07,657.8,0.4,7939084.75,100%
delete,delete,919,0,66.42,66.42,0.19,0,100%
read,read,5563,117566596000,523.9,137.76,1.16,24483614.64,100%
list,list,940,0,102.95,102.94,0.2,0,100%
write,write,1871,41065916000,926.8,707.4,0.39,8552106.61,100%
delete,delete,910,0,61.73,61.73,0.19,0,100%
read,read,5592,120580224000,527.1,141.09,1.16,25114015.5,100%
list,list,870,0,100.66,100.66,0.18,0,100%
write,write,1900,39232456000,893.59,661.94,0.4,8171194.87,100%
delete,delete,908,0,74.87,74.87,0.19,0,100%
read,read,5666,121892960000,518.5,134.48,1.18,25384440.29,100%
list,list,967,0,83.13,83.13,0.2,0,100%
write,write,1847,39626456000,928.53,680.41,0.38,8252284.68,100%
delete,delete,945,0,72.22,72.22,0.2,0,100%
read,read,5808,121701492000,500.18,138.35,1.21,25355032.14,100%
list,list,918,0,95.44,95.44,0.19,0,100%
write,write,1900,40149604000,916.42,680.21,0.4,8364683.81,100%
delete,delete,956,0,68.63,68.63,0.2,0,100%
read,read,5712,118881132000,514.98,141.49,1.19,24756834.72,100%
list,list,905,0,107.53,107.52,0.19,0,100%
write,write,1774,37199380000,954.28,715.93,0.37,7746720.5,100%
delete,delete,955,0,73.04,73.04,0.2,0,100%
read,read,5677,118552192000,525.79,131.85,1.18,24694391.36,100%
list,list,928,0,92.85,92.85,0.19,0,100%
write,write,1874,38512640000,892.27,650.77,0.39,8022173.09,100%
delete,delete,890,0,64.19,64.19,0.19,0,100%
read,read,5787,119082168000,515.28,138.27,1.21,24811405.7,100%
list,list,961,0,88.47,88.47,0.2,0,100%
write,write,1917,40869804000,800.2,572.95,0.4,8515441.94,100%
delete,delete,899,0,220.47,220.47,0.19,0,100%
read,read,5612,116456828000,512.09,139.15,1.17,24252173.66,100%
list,list,958,0,95.59,95.59,0.2,0,100%
write,write,1902,40084560000,848.8,610.03,0.4,8347623.12,100%
delete,delete,1000,0,221.69,221.69,0.21,0,100%
read,read,5645,119270576000,514.22,136.84,1.18,24838582.48,100%
list,list,957,0,99.56,99.56,0.2,0,100%
write,write,1907,41524304000,852.03,598.22,0.4,8647605.17,100%
delete,delete,941,0,189.72,189.72,0.2,0,100%
read,read,5814,123468960000,513.25,135.51,1.21,25726821.65,100%
list,list,952,0,88.7,88.7,0.2,0,100%
write,write,1876,39494068000,831.17,600.07,0.39,8229249.23,100%
delete,delete,967,0,176.91,176.91,0.2,0,100%
read,read,5628,121037892000,524.78,139.02,1.17,25215355.47,100%
list,list,955,0,95.87,95.87,0.2,0,100%
write,write,1877,39497372000,829.14,585.48,0.39,8228334.6,100%
delete,delete,892,0,222.42,222.42,0.19,0,100%
read,read,5854,124452700000,517.84,137.28,1.22,25921295.12,100%
list,list,972,0,86.18,86.18,0.2,0,100%
write,write,1881,37268040000,775.31,559.29,0.39,7762273.24,100%
delete,delete,1010,0,224.91,224.91,0.21,0,100%
read,read,5887,118494100000,492.8,131.13,1.23,24676086.81,100%
list,list,994,0,128.99,128.99,0.21,0,100%
write,write,1959,40807440000,789.53,565.45,0.41,8498042.79,100%
delete,delete,997,0,226.18,226.18,0.21,0,100%
read,read,5912,124848584000,506.94,136.61,1.23,26001313.72,100%
list,list,984,0,82.81,82.81,0.2,0,100%
write,write,1917,38708628000,805.21,566.55,0.4,8061566.64,100%
delete,delete,938,0,190.92,190.92,0.2,0,100%
read,read,5766,121830588000,516.16,138.07,1.2,25370822.47,100%
list,list,900,0,81.02,81.02,0.19,0,100%
write,write,1909,41199412000,811.82,573.72,0.4,8579643.13,100%
delete,delete,952,0,212.96,212.96,0.2,0,100%
read,read,5902,122486932000,505.17,135,1.23,25509628.88,100%
list,list,991,0,101.14,101.14,0.21,0,100%
write,write,1999,41465320000,769.36,550.38,0.42,8635736.95,100%
delete,delete,954,0,190.22,190.22,0.2,0,100%
read,read,5664,119664684000,526.77,139.25,1.18,24922224.5,100%
list,list,1001,0,113.17,113.16,0.21,0,100%
write,write,1863,40015152000,881.51,642.77,0.39,8333842.27,100%
delete,delete,988,0,62.7,62.7,0.21,0,100%
read,read,5629,118482088000,502.2,137.02,1.17,24676550.44,100%
list,list,974,0,97.03,97.03,0.2,0,100%
write,write,1879,39102988000,958.5,726.01,0.39,8144073.69,100%
delete,delete,926,0,84.81,84.81,0.19,0,100%
read,read,5513,115993748000,517.37,136.88,1.15,24161417.8,100%
list,list,924,0,92.99,92.99,0.19,0,100%
write,write,1883,39232328000,962.01,727.08,0.39,8172066.9,100%
delete,delete,901,0,56.29,56.29,0.19,0,100%
read,read,5763,123529908000,508.63,131.97,1.2,25729554.75,100%
list,list,932,0,119.42,119.42,0.19,0,100%
write,write,1880,36023828000,904.92,688.92,0.39,7503260.3,100%
delete,delete,899,0,63.35,63.35,0.19,0,100%
read,read,5534,120050216000,537.4,138.6,1.15,25006512.72,100%
list,list,906,0,94.33,94.33,0.19,0,100%
write,write,1869,38511360000,906.1,694.38,0.39,8021933.2,100%
delete,delete,870,0,54.49,54.49,0.18,0,100%
read,read,5508,118482144000,531.44,135.77,1.15,24675416.06,100%
list,list,898,0,93.52,93.52,0.19,0,100%
write,write,1863,39100944000,934.08,697.54,0.39,8143269.77,100%
delete,delete,929,0,53.69,53.69,0.19,0,100%
read,read,5562,116056296000,514.74,142.21,1.16,24168495.99,100%
list,list,950,0,97.67,97.67,0.2,0,100%
write,write,1882,38840932000,950.66,697.99,0.39,8088547.9,100%
delete,delete,932,0,60.77,60.77,0.19,0,100%
read,read,5764,120124168000,512.64,139.52,1.2,25018018.93,100%
list,list,942,0,120.56,120.56,0.2,0,100%
write,write,1904,38249912000,884.4,661.47,0.4,7966232.26,100%
delete,delete,932,0,52.31,52.31,0.19,0,100%
read,read,5753,117308948000,501.59,135.43,1.2,24430101.09,100%
list,list,973,0,101.48,101.48,0.2,0,100%
write,write,1929,39954024000,911.12,687.47,0.4,8320600.11,100%
delete,delete,947,0,62.73,62.73,0.2,0,100%
read,read,5827,122157412000,519.05,137.15,1.21,25441568.65,100%
list,list,913,0,99.81,99.81,0.19,0,100%
write,write,1950,36747240000,836.45,632.37,0.41,7653300.88,100%
delete,delete,954,0,56.99,56.99,0.2,0,100%
