Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,list,write,delete,read,list,write,delete,56850,9514,19001,9544,1199932200000,0,399409760000,0,510.14,100.14,918.35,63.07,138.09,100.14,680.61,63.07,11.84,1.98,3.96,1.99,249936999.43,0,83194469.62,0,100%
100%
100%
100%
read,list,write,delete,read,list,write,delete,54478,9027,18154,8932,1136052364000,0,381242848000,0,525.32,103.84,983.08,65.51,143.08,103.84,740.67,65.51,11.35,1.88,3.78,1.86,236716994.22,0,79440158.78,0,100%
100%
100%
100%
read,list,write,delete,read,list,write,delete,48873,8162,16266,8203,1030866768000,0,340626828000,0,454.09,133.77,643.43,273.06,172.78,133.77,447.24,273.06,10.18,1.7,3.39,1.71,214704615.52,0,70944473.45,0,99.74%
99.79%
99.69%
100%
