Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,list,write,delete,read,list,write,delete,56316,9484,18736,9543,1186884636000,0,397043668000,0,507.45,97.64,934.4,104.51,137.1,97.64,699.15,104.51,11.73,1.98,3.9,1.99,247204910.97,0,82696397.71,0,100%
100%
100%
100%
read,list,write,delete,read,list,write,delete,53331,8923,17881,8944,1123629288000,0,379000588000,0,536.36,107.99,998.78,63.37,143.45,107.99,750.74,63.37,11.11,1.86,3.73,1.86,234099551.5,0,78961176.28,0,100%
100%
100%
100%
read,list,write,delete,read,list,write,delete,50833,8409,17158,8629,1081303456000,0,353696284000,0,441.29,114.67,584.68,203.66,155.24,114.66,401.18,203.66,10.63,1.76,3.59,1.8,226058125.37,0,73943469.13,0,99.73%
99.8%
99.73%
100%
