Timestamp,Op-Count,,,,Byte-Count,,,,Avg-ResTime,,,,Avg-ProcTime,,,,Throughput,,,,Bandwidth,,,,Succ-Ratio,,,,Version-Info,,
,read,list,write,delete,read,list,write,delete,read,list,write,delete,read,list,write,delete,read,list,write,delete,read,list,write,delete,read,list,write,delete,Min-Version,Version,Max-Version
00:45:21,1791,305,587,327,38313372000,0,10695944000,0,420.35,73.61,780.92,64.69,109.01,73.61,621.96,64.69,338.82,60.01,112.04,63.29,7130074711.49,0,2067118937.02,0,100%,100%,100%,100%,36,36,36
00:45:26,1565,217,517,252,34702508000,0,10955752000,0,519.69,132.29,797,52.87,143.34,132.29,548.65,52.87,290.37,40.74,95.13,46.69,6458510905.51,0,1961954972.33,0,100%,100%,100%,100%,37,37,37
00:45:31,1629,269,543,249,33460776000,0,10498092000,0,491.45,145.18,638.29,57.42,139.7,145.18,454.34,57.42,320.02,53.03,105.69,48.69,6653719421.04,0,2003925165.02,0,100%,100%,100%,100%,38,38,38
00:45:36,1463,250,469,223,32209844000,0,9316120000,0,476.04,101.42,963.77,82.04,123.59,101.42,748.42,82.04,289.13,49.7,93.05,44.17,6394062997.77,0,1853165164.84,0,100%,100%,100%,100%,39,39,39
00:45:41,1617,271,578,269,32280252000,0,12858044000,0,434.73,83.41,958.81,68.22,125.07,83.41,709.44,68.22,316.03,52.47,113.91,53.27,6356649671.02,0,2554827093.89,0,100%,100%,100%,100%,40,40,40
00:45:46,1567,253,502,249,33391816000,0,10431256000,0,468.53,96.54,815.63,71.65,119.92,96.54,590.96,71.65,295.58,47.18,96.07,47.53,6234818370.19,0,1933189633.67,0,100%,100%,100%,100%,41,41,41
00:45:51,1463,253,486,239,31751480000,0,9972588000,0,440.33,107.44,1031.31,53.56,122.41,107.44,799.44,53.56,296.2,50.13,99.79,48.67,6316410208.93,0,2045458210.37,0,100%,100%,100%,100%,42,42,42
00:45:56,1291,194,435,198,26307436000,0,10363776000,0,453.87,117.08,937.66,150.24,122.82,117.08,688.5,150.24,267.71,38.99,89.52,41.43,5368556688.98,0,2158212705.07,0,100%,100%,100%,100%,43,43,43
00:46:01,1390,256,490,217,30241012000,0,10627084000,0,483.24,116.44,952.03,123.31,129.78,116.44,714.88,123.31,297.59,54.28,105.09,48.01,6491013799.93,0,2221677679.83,0,100%,100%,100%,100%,44,44,44
00:46:06,1503,271,555,274,32800632000,0,12202212000,0,493.52,100.96,960.56,139.8,138.12,100.96,699.05,139.8,297.31,54.7,107.96,55.76,6509144143.55,0,2378369421.45,0,100%,100%,100%,100%,45,45,45
00:46:11,1472,248,479,225,31228880000,0,10365752000,0,500.14,109.47,808.8,91.42,141.3,109.47,567.15,91.42,286.59,47.1,92.14,44.05,6102766062.86,0,1971262357.08,0,100%,100%,100%,100%,46,46,46
00:46:16,1487,275,524,253,31491668000,0,11218388000,0,474.91,103.97,815.86,108.05,137.89,103.97,609.54,108.05,308.48,57.5,109.91,52.32,6494296797.24,0,2323972846.57,0,100%,100%,100%,100%,47,47,47
00:46:21,1631,263,526,259,32019380000,0,9449752000,0,447.24,93.4,750.07,125.05,129.32,93.4,570.02,125.05,329.06,54.07,104.92,51.65,6539779212.32,0,1876301495.36,0,100%,100%,100%,100%,48,48,48
00:46:26,1486,211,482,221,32669380000,0,11150468000,0,531.93,92.2,855.25,103.48,138.93,92.2,563.33,103.48,294.61,42.46,94.57,43.16,6552559553.29,0,2159882195.12,0,100%,100%,100%,100%,49,49,49
00:46:31,1297,221,425,221,27619120000,0,9904652000,0,516.54,83.63,862.61,185.69,134.77,83.63,599.88,185.69,251.31,41.37,81.97,42.42,5468394654.65,0,1893611855.97,0,100%,100%,100%,100%,50,50,50
