Timestamp,Op-Count,,,,Byte-Count,,,,Avg-ResTime,,,,Avg-ProcTime,,,,Throughput,,,,Bandwidth,,,,Succ-Ratio,,,,Version-Info,,
,read,list,write,delete,read,list,write,delete,read,list,write,delete,read,list,write,delete,read,list,write,delete,read,list,write,delete,read,list,write,delete,Min-Version,Version,Max-Version
02:10:56,1565,234,518,249,33458540000,0,11217944000,0,474.71,106.64,1054.32,105.09,138.24,106.63,810.88,105.09,305.95,44.7,101.6,48.73,6570886114.22,0,2154200837.01,0,100%,100%,100%,100%,94,94,94
02:11:01,1458,238,483,218,31226604000,0,9513972000,0,438.62,83.95,995.19,118.39,120.45,83.95,819.67,118.39,277.75,45.04,92.65,42.21,5966252519.61,0,1893468316.63,0,100%,100%,100%,100%,95,95,95
02:11:06,1343,246,499,245,25657064000,0,10955680000,0,459.68,109.12,812.85,76.59,135.38,109.12,570.13,76.59,273.15,50.77,102.28,51.36,5261236320.44,0,2212176064.34,0,100%,100%,100%,100%,96,96,96
02:11:11,1503,234,481,259,31819032000,0,10038400000,0,529.08,131.47,788.26,81.29,151.3,131.47,535.11,81.29,320.75,50.24,103.49,56.23,6863441022.51,0,2137588768.53,0,100%,100%,100%,100%,97,97,97
02:11:16,1457,226,454,249,30114476000,0,9774244000,0,514.48,107.77,822.33,81.1,148.71,107.77,574.68,81.1,290.74,44.46,90.79,50.3,6081404553.01,0,1944678390.95,0,100%,100%,100%,100%,98,98,98
02:11:21,1235,219,432,199,26569220000,0,7678512000,0,528.07,102.09,947.08,71.81,126.98,102.09,746.62,71.81,243.36,43.74,85.82,39.58,5278118415.53,0,1545105013.95,0,100%,100%,100%,100%,99,99,99
02:11:26,1246,204,430,202,27552424000,0,8922412000,0,579.74,90.04,810.26,61.97,127.26,90.04,537.49,61.97,247.29,39.99,86.09,40.46,5505942350.94,0,1815012795.08,0,100%,100%,100%,100%,100,100,100
02:11:31,1413,247,492,233,29979276000,0,10300632000,0,593.82,220.93,820.1,58.26,150.74,220.93,526.66,58.26,287.18,50.93,98.34,47.04,6094290866.15,0,2070594983.43,0,100%,100%,100%,100%,101,101,101
02:11:36,1385,267,431,226,29263592000,0,9643268000,0,541.02,111.37,1025.75,64.6,133.49,111.37,745.73,64.6,276.74,52.31,85.22,45.38,5828179477.32,0,1899508157.39,0,100%,100%,100%,100%,102,102,102
02:11:41,1576,260,495,239,31559836000,0,9644724000,0,529.81,93.89,909.25,60.92,137.38,93.89,635.2,60.92,311.27,52.28,99.58,46.95,6362780257.06,0,1890667130.16,0,100%,100%,100%,100%,103,103,103
02:11:46,1454,233,456,227,30703532000,0,9512304000,0,501.74,111.7,738.17,63.09,142.84,111.7,494.28,63.09,283.09,45.42,88.98,43.97,5998055264.07,0,1824037031.49,0,100%,100%,100%,100%,104,104,104
