Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,list,write,delete,read,list,write,delete,54705,9098,18180,9235,1152509724000,0,387201204000,0,541.52,99.62,930.27,61.41,138.56,99.62,684.02,61.41,11.39,1.89,3.79,1.92,240043122.01,0,80645304.5,0,100%
100%
100%
100%
read,list,write,delete,read,list,write,delete,52435,8835,17471,8690,1098661792000,0,368177948000,0,560.98,101.57,978.91,64.96,142.86,101.57,720.94,64.96,10.93,1.84,3.64,1.81,228965785.58,0,76731099.62,0,100%
100%
100%
100%
read,list,write,delete,read,list,write,delete,47831,7972,16047,7949,1003574228000,0,346057368000,0,479.44,142.82,629.71,231.1,162.4,142.82,426.96,231.1,10.01,1.67,3.36,1.66,210071441.05,0,72433528.64,0,99.74%
99.71%
99.73%
100%
