Op-Type,Sample-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,Throughput,Bandwidth,Succ-Ratio
read,list,write,delete,read,list,write,delete,56661,9484,18551,9404,1186894536000,0,388192928000,0,516.6,101.2,927.53,60.35,138.8,101.2,691.78,60.35,11.8,1.98,3.86,1.96,247222327.53,0,80857885.82,0,100%
100%
100%
100%
read,list,write,delete,read,list,write,delete,54248,9119,17999,8965,1142862092000,0,377171984000,0,527.76,106.4,989.58,62.92,142.05,106.4,741.96,62.92,11.31,1.9,3.75,1.87,238198926.88,0,78608362.19,0,100%
100%
100%
100%
read,list,write,delete,read,list,write,delete,49942,8438,16842,8412,1051737580000,0,353289228000,0,447.66,134.36,589.97,364.89,164.88,134.36,397.13,364.89,10.4,1.76,3.51,1.75,219054982.81,0,73582847.85,0,99.75%
99.79%
99.75%
100%
