Stage,Op-Name,Op-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,60%-ResTime,80%-ResTime,90%-ResTime,95%-ResTime,99%-ResTime,100%-ResTime,Throughput,Bandwidth,Succ-Ratio,Status,Detailed Status
s1-init,init-write,init,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,completed,waiting @ 2019-07-25 14:42:54,booting @ 2019-07-25 14:42:54,submitting @ 2019-07-25 14:42:54,authing @ 2019-07-25 14:42:54,launching @ 2019-07-25 14:42:54,running @ 2019-07-25 14:42:54,closing @ 2019-07-25 14:42:59,completed @ 2019-07-25 14:42:59
s2-write,write,write,28521,1825344000,26.17,25.42,30,30,40,50,80,580,37.97,2429952.67,100%,completed,waiting @ 2019-07-25 14:42:54,booting @ 2019-07-25 14:43:01,submitting @ 2019-07-25 14:43:00,authing @ 2019-07-25 14:43:00,launching @ 2019-07-25 14:43:00,running @ 2019-07-25 14:43:00,closing @ 2019-07-25 14:55:35,completed @ 2019-07-25 14:55:35
