Stage,Op-Name,Op-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,60%-ResTime,80%-ResTime,90%-ResTime,95%-ResTime,99%-ResTime,100%-ResTime,Throughput,Bandwidth,Succ-Ratio,Status,Detailed Status
s1-init,init-write,init,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,completed,waiting @ 2020-03-26 13:01:22,booting @ 2020-03-26 13:01:22,submitting @ 2020-03-26 13:01:22,authing @ 2020-03-26 13:01:22,launching @ 2020-03-26 13:01:22,running @ 2020-03-26 13:01:22,closing @ 2020-03-26 13:01:27,completed @ 2020-03-26 13:01:27
s2-prepare,prepare-write,prepare,28520,1825280000,50.31,49.36,60,70,80,80,100,1860,19.81,1267565.24,100%,completed,waiting @ 2020-03-26 13:01:22,booting @ 2020-03-26 13:01:30,submitting @ 2020-03-26 13:01:28,authing @ 2020-03-26 13:01:28,launching @ 2020-03-26 13:01:28,running @ 2020-03-26 13:01:28,closing @ 2020-03-26 13:25:29,completed @ 2020-03-26 13:25:29
