Id,Op-Name,Op-Count,Byte-Count,Worker-Count,Avg-ResTime,Avg-ProcTime,60%-ResTime,80%-ResTime,90%-ResTime,95%-ResTime,99%-ResTime,100%-ResTime,Throughput,Bandwidth,Succ-Ratio,Config-Info
w269-s1-MAIN-1,read,2574482,38582934000,600,70.08,70.04,40,60,90,140,860,42610,718.2,10763509.58,100%,44% containers=u(3-5) objects=u(1-50000000)
w269-s1-MAIN-2,list,876866,0,600,18.2,18.2,10,10,20,40,210,37600,244.62,0,100%,15% containers=u(3-5) objects=u(1-50000000)
w269-s1-MAIN-3,write,2108488,31562641000,600,827.69,827.52,70,190,720,3210,19530,122880,588.2,8804937.33,100%,36% containers=u(1-2) objects=u(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB
w269-s1-MAIN-4,delete,292919,0,600,712.45,712.45,60,160,630,2690,16370,110440,81.72,0,100%,5% containers=u(1-2) objects=u(1-50000000)
w270-s1-MAIN-1,read,102977746,1541153877000,600,107.17,107.14,30,60,160,310,1670,99450,595.94,8918789.2,100%,44% containers=u(3-5) objects=u(1-50000000)
w270-s1-MAIN-2,list,35096128,0,600,33.21,33.21,10,10,20,80,540,96810,203.1,0,100%,15% containers=u(3-5) objects=u(1-50000000)
w270-s1-MAIN-3,write,84252929,1260802948000,600,972.35,972.18,100,410,1970,5490,16910,293110,487.58,7296374.41,100%,36% containers=u(1-2) objects=u(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB
w270-s1-MAIN-4,delete,11702111,0,600,814.7,814.7,70,310,1530,4510,14770,214800,67.72,0,100%,5% containers=u(1-2) objects=u(1-50000000)
w271-s1-MAIN-1,write,9048482,135569779000,600,424.36,424.2,80,260,700,2170,7730,76760,1256.78,18829856.75,100%,80% containers=u(1-5) objects=s(50000001-100000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB
w271-s1-MAIN-2,delete,2260384,0,600,211.83,211.83,10,60,230,720,5150,83890,313.95,0,100%,20% containers=u(1-5) objects=s(1-100000000)
w272-s1-init_containers-1,init-write,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% containers=r(1-5) containers=r(1-5) containers=r(1-5) objects=r(0-0) sizes=c(0)B containers=r(1-5)
w273-s1-preparing_cluster-1,prepare-write,250000000,3742552686000,600,46.05,45.95,30,40,60,110,830,5080,13326.06,199488641.69,100%,100% containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB createContainer=false containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB
w274-s1-MAIN-1,read,2668111,39883876000,600,71.5,71.46,40,60,90,140,850,54990,741.72,11087512.93,100%,44% containers=u(3-5) objects=u(1-50000000)
w274-s1-MAIN-2,list,908876,0,600,20.03,20.03,10,10,20,40,240,53070,252.66,0,100%,15% containers=u(3-5) objects=u(1-50000000)
w274-s1-MAIN-3,write,2180945,32639429000,600,799.14,798.97,70,180,670,2680,19310,136410,606.29,9073570.25,100%,36% containers=u(1-2) objects=u(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB
w274-s1-MAIN-4,delete,302884,0,600,679.89,679.89,50,150,570,2280,16250,126850,84.2,0,100%,5% containers=u(1-2) objects=u(1-50000000)
w275-s1-init_containers-1,init-write,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% containers=r(1-5) containers=r(1-5) containers=r(1-5) objects=r(0-0) sizes=c(0)B containers=r(1-5)
w276-s1-preparing_cluster-1,prepare-write,250000000,3742996138000,600,45.27,45.18,30,40,60,100,830,4670,13624.08,203979284.91,100%,100% containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB createContainer=false containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB
w277-s1-preparing_cluster-1,prepare-write,16533911,247672219000,560,67.66,67.55,30,50,100,240,1130,5730,8261.27,123750986.5,100%,100% containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB createContainer=false containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB
w278-s1-MAIN-1,read,11229738,168277216000,600,67.06,67,70,100,120,160,280,2490,3119.5,46745581.7,100%,44% containers=u(3-5) objects=u(1-50000000)
w278-s1-MAIN-2,list,3826575,0,600,18.52,18.52,20,30,50,70,140,1690,1062.98,0,100%,15% containers=u(3-5) objects=u(1-50000000)
w278-s1-MAIN-3,write,9184819,137395119000,600,130.54,130.38,130,200,270,340,650,2780,2551.44,38166867.45,100%,36% containers=u(1-2) objects=u(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB
w278-s1-MAIN-4,delete,1276134,0,600,105.51,105.51,100,160,220,280,570,2610,354.5,0,100%,5% containers=u(1-2) objects=u(1-50000000)
w279-s1-MAIN-1,write,44264596,662386716000,600,88.04,87.89,20,140,250,360,750,300960,6149.14,92017355.44,99.78%,80% containers=u(1-5) objects=s(50000001-100000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB
w279-s1-MAIN-2,delete,11091118,0,600,37.13,37.13,10,20,100,210,450,288260,1540.75,0,100%,20% containers=u(1-5) objects=s(1-100000000)
w280-s1-init_containers-1,init-write,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% containers=r(1-5) containers=r(1-5) containers=r(1-5) objects=r(0-0) sizes=c(0)B containers=r(1-5)
w281-s1-preparing_cluster-1,prepare-write,250000000,3742179186000,600,49.32,49.23,30,50,70,110,790,5510,12319.82,184410321.46,100%,100% containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB createContainer=false containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB
w282-s1-MAIN-1,read,5125150,76600189000,600,82.69,82.65,70,100,150,210,640,31950,1425.83,21310381.51,100%,44% containers=u(3-5) objects=u(1-50000000)
w282-s1-MAIN-2,list,1745517,0,600,37.43,37.43,20,50,90,130,380,23240,485.61,0,100%,15% containers=u(3-5) objects=u(1-50000000)
w282-s1-MAIN-3,write,4193715,62827181000,600,356.16,355.99,160,320,560,1040,5620,73670,1166.7,17478721.4,100%,36% containers=u(1-2) objects=u(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB
w282-s1-MAIN-4,delete,580974,0,600,297.64,297.64,130,260,450,870,4890,53290,161.63,0,100%,5% containers=u(1-2) objects=u(1-50000000)
w283-s1-MAIN-1,read,113153866,1694058305000,600,135.09,135.06,30,60,180,400,2320,241890,436.69,6537845.45,100%,44% containers=u(3-5) objects=u(1-50000000)
w283-s1-MAIN-2,list,38576855,0,600,44.02,44.02,10,10,30,110,730,231480,148.88,0,100%,15% containers=u(3-5) objects=u(1-50000000)
w283-s1-MAIN-3,write,92573531,1385060332000,600,1336.49,1336.32,140,730,3280,7530,21010,446660,357.27,5345335.87,100%,36% containers=u(1-2) objects=u(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB
w283-s1-MAIN-4,delete,12860647,0,600,1146.16,1146.16,100,550,2680,6430,18850,336890,49.63,0,100%,5% containers=u(1-2) objects=u(1-50000000)
w284-s1-MAIN-1,write,12363853,185110466000,600,310.01,309.86,30,70,260,820,5480,189420,1717.21,25709881.08,100%,80% containers=u(1-5) objects=s(50000001-100000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB
w284-s1-MAIN-2,delete,3094557,0,600,156.86,156.86,20,30,50,210,2590,180410,429.8,0,100%,20% containers=u(1-5) objects=s(1-100000000)
w285-s1-init_containers-1,init-write,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% containers=r(1-5) containers=r(1-5) containers=r(1-5) objects=r(0-0) sizes=c(0)B containers=r(1-5)
w286-s1-preparing_cluster-1,prepare-write,250000000,3743620523000,600,49.72,49.63,30,50,70,120,810,5930,12163.02,182136397.93,100%,100% containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB createContainer=false containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB
w287-s1-MAIN-1,read,4885942,73205424000,600,147.34,147.31,130,220,320,450,740,8130,4071.87,61008315.31,100%,100% containers=u(3-5) objects=u(1-50000000)
w288-s1-MAIN-1,read,5397802,80762679000,600,133.36,133.33,100,190,340,470,700,7100,4498.72,67310521.31,100%,100% containers=u(3-5) objects=u(1-50000000)
w289-s1-MAIN-1,read,5660141,84720513000,600,127.18,127.15,110,190,290,410,600,6830,4717.16,70606001.49,100%,100% containers=u(3-5) objects=u(1-50000000)
w290-s1-MAIN-1,read,1896207,28458699000,600,379.55,379.5,180,520,980,1520,3820,35570,1580.78,23724741.78,100%,100% containers=u(3-5) objects=u(1-50000000)
w291-s1-MAIN-1,read,35488303,531344525000,600,257.22,257.18,30,50,180,460,4840,406890,205.45,3076073.17,100%,44% containers=u(3-5) objects=u(1-50000000)
w291-s1-MAIN-2,list,12096264,0,600,106.62,106.62,10,10,20,80,1010,403070,70.03,0,100%,15% containers=u(3-5) objects=u(1-50000000)
w291-s1-MAIN-3,write,29033259,434845385000,600,2853.79,2853.62,130,820,5570,16430,53560,9223372036854775807,168.08,2517418.81,100%,36% containers=u(1-2) objects=u(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB
w291-s1-MAIN-4,delete,4030204,0,600,2535.09,2535.09,100,660,4680,14370,48630,9223372036854775807,23.33,0,100%,5% containers=u(1-2) objects=u(1-50000000)
w292-s1-MAIN-1,read,213655,3201913000,600,1075.86,1075.53,30,170,670,2920,23860,369980,60.15,901537.78,100%,44% containers=u(3-5) objects=u(1-50000000)
w292-s1-MAIN-2,list,72291,0,600,636.78,636.78,10,10,140,860,13490,282030,20.35,0,100%,15% containers=u(3-5) objects=u(1-50000000)
w292-s1-MAIN-3,write,175559,2594619000,600,9391.69,9391.51,470,5610,23800,51800,151350,9223372036854775807,49.43,730562.54,100%,36% containers=u(1-2) objects=u(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB
w292-s1-MAIN-4,delete,24194,0,600,8520.9,8520.9,370,4690,21720,47950,143110,479270,6.81,0,100%,5% containers=u(1-2) objects=u(1-50000000)
w293-s1-init_containers-1,init-write,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% containers=r(1-5) containers=r(1-5) containers=r(1-5) objects=r(0-0) sizes=c(0)B containers=r(1-5)
w294-s1-preparing_cluster-1,prepare-write,242229093,3624765077000,600,57.91,57.81,40,60,90,140,730,9223372036854775807,7118.62,106524917.2,96.89%,100% containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB createContainer=false containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB
w295-s1-init_containers-1,init-write,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% containers=r(1-5) containers=r(1-5) containers=r(1-5) objects=r(0-0) sizes=c(0)B containers=r(1-5)
w296-s1-preparing_cluster-1,prepare-write,250000000,3741032668000,600,52.15,52.06,30,50,80,120,870,5490,11593.46,173486692.26,100%,100% containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB createContainer=false containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB
w297-s1-MAIN-1,read,5963921,89315049000,600,64.67,64.62,50,80,120,170,530,26400,1656.73,24811044.11,100%,44% containers=u(3-5) objects=u(1-50000000)
w297-s1-MAIN-2,list,2034446,0,600,22.61,22.61,10,30,50,90,240,25810,565.15,0,100%,15% containers=u(3-5) objects=u(1-50000000)
w297-s1-MAIN-3,write,4880184,73056243000,600,315.84,315.67,100,240,540,1270,5150,56090,1355.68,20294468.07,100%,36% containers=u(1-2) objects=u(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB
w297-s1-MAIN-4,delete,678211,0,600,273.78,273.78,80,200,450,1100,4680,41020,188.4,0,100%,5% containers=u(1-2) objects=u(1-50000000)
w298-s1-MAIN-1,write,71410467,1068361015000,600,53.84,53.7,30,50,90,160,680,31450,9918.22,148385003.51,99.42%,80% containers=u(1-5) objects=s(50000001-100000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB
w298-s1-MAIN-2,delete,17952943,0,600,24.3,24.3,20,30,40,60,300,24230,2493.49,0,100%,20% containers=u(1-5) objects=s(1-100000000)
w299-s1-init_containers-1,init-write,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,100% containers=r(1-5) containers=r(1-5) containers=r(1-5) objects=r(0-0) sizes=c(0)B containers=r(1-5)
w300-s1-preparing_cluster-1,prepare-write,250000000,3744282896000,600,45.55,45.45,30,40,60,110,820,5180,13514.31,202407676.62,100%,100% containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB createContainer=false containers=r(1-5) objects=r(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB
w301-s1-MAIN-1,read,5640304,84336774000,600,55.96,55.9,40,60,80,120,470,21630,1567.21,23433686.03,100%,44% containers=u(3-5) objects=u(1-50000000)
w301-s1-MAIN-2,list,1922176,0,600,14.17,14.17,10,20,30,40,150,22280,534.09,0,100%,15% containers=u(3-5) objects=u(1-50000000)
w301-s1-MAIN-3,write,4613143,69005255000,600,350.92,350.76,70,150,330,1100,7670,104270,1281.8,19173703.29,100%,36% containers=u(1-2) objects=u(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB
w301-s1-MAIN-4,delete,639864,0,600,307.16,307.16,50,120,270,940,6700,84410,177.79,0,100%,5% containers=u(1-2) objects=u(1-50000000)
w304-s1-MAIN-1,read,17783646,266232007000,600,121.45,121.41,120,180,250,320,480,6600,4940,73954849.09,100%,100% containers=u(3-5) objects=u(1-50000000)
w309-s1-MAIN-1,read,8122041,121770454000,600,92.19,92.15,60,120,230,330,640,18870,2256.25,33827082.76,100%,65% containers=u(3-5) objects=u(1-50000000)
w309-s1-MAIN-2,write,3751681,56220461000,600,330.24,330.07,250,490,760,1050,2630,45320,1042.19,15617699.33,100%,30% containers=u(1-2) objects=u(1-50000000) sizes=h(1|2|25-2|4|40-4|8|25-8|256|10)KB
w309-s1-MAIN-3,delete,624610,0,600,274.71,274.71,200,400,610,870,2380,41000,173.51,0,100%,5% containers=u(1-2) objects=u(1-50000000)
