Stage,Op-Name,Op-Type,Op-Count,Byte-Count,Avg-ResTime,Avg-ProcTime,60%-ResTime,80%-ResTime,90%-ResTime,95%-ResTime,99%-ResTime,100%-ResTime,Throughput,Bandwidth,Succ-Ratio,Status,Detailed Status
s1-cleanup,cleanup-delete,cleanup,28520,0,16.82,16.82,20,20,30,30,50,740,59.41,0,100%,completed,waiting @ 2019-07-25 15:01:33,booting @ 2019-07-25 15:01:33,submitting @ 2019-07-25 15:01:33,authing @ 2019-07-25 15:01:33,launching @ 2019-07-25 15:01:33,running @ 2019-07-25 15:01:33,closing @ 2019-07-25 15:09:33,completed @ 2019-07-25 15:09:33
s2-dispose,dispose-delete,dispose,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,completed,waiting @ 2019-07-25 15:01:33,booting @ 2019-07-25 15:09:35,submitting @ 2019-07-25 15:09:35,authing @ 2019-07-25 15:09:35,launching @ 2019-07-25 15:09:35,running @ 2019-07-25 15:09:35,closing @ 2019-07-25 15:09:40,completed @ 2019-07-25 15:09:40
